ID,Name,Sex,Age,Team,NOC,Year,Season,Sport,Event,Medal
2309,Il Alben,F,26,Turkey,TUR,2012,Summer,Basketball,Women's Basketball,N
26353,Meluin de Leon,M,19,Dominican Republic,DOM,1988,Summer,Boxing,Men's Flyweight,N
109597,Martin Joseph Sheridan,M,27,USA,USA,1908,Summer,Athletics,Men's Standing High Jump,N
41514,Fernando Gonzlez,M,18,Ecuador,ECU,1968,Summer,Swimming,Men's 400 metres Freestyle,N
44869,Kamila Hjkov,F,22,Czech Republic,CZE,2010,Winter,Figure Skating,Mixed Ice Dancing,N
24235,Cui Qiuxia,F,21,China,CHN,2012,Summer,Hockey,Women's Hockey,N
123097,Vanja (Franjo-) Udovii,M,21,Serbia,SCG,2004,Summer,Water Polo,Men's Water Polo,Silver
100791,John A. Rigby,M,21,UK,GBR,1964,Winter,Alpine Skiing,Men's Downhill,N
25733,Karyn Dale Davis-Gojnich,F,43,Australia,AUS,2004,Summer,Sailing,Women's Three Person Keelboat,N
24830,Karl Albin Dahl,M,20,Sweden,SWE,1920,Summer,Football,Men's Football,N
91391,"Edward ""Eddie"" Parenti",M,21,Canada,CAN,1992,Summer,Swimming,Men's 200 metres Butterfly,N
2582,"Thomas ""Tom"" Alexander",M,18,Canada,CAN,1976,Summer,Swimming,Men's 400 metres Freestyle,N
101955,"Jamess Galvin ""Jim"" Rogers",M,29,USA,USA,1976,Summer,Handball,Men's Handball,N
120412,Svetlana Alekseyevna Timoshinina (Khokhlova-),F,23,Russia,RUS,1996,Summer,Diving,Women's Platform,N
93953,Hrachya Petikyan,M,28,Russia,URS,1988,Summer,Shooting,"Men's Small-Bore Rifle, Three Positions, 50 metres",N
115786,Ratko tritof,M,28,Croatia,CRO,2000,Summer,Water Polo,Men's Water Polo,N
63817,Pontus Sebastian Kraupp,M,28,Sweden,SWE,2014,Winter,Curling,Men's Curling,Bronze
126079,Valerio Vermiglio,M,32,Italy,ITA,2008,Summer,Volleyball,Men's Volleyball,N
108876,Antonio Serrano Snchez,M,27,Spain,ESP,1992,Summer,Athletics,"Men's 5,000 metres",N
123931,"Rudolf ""Rudi"" Valeni",M,27,Serbia,YUG,1968,Summer,Cycling,"Men's Road Race, Individual",N
79694,Roland Mikler,M,27,Hungary,HUN,2012,Summer,Handball,Men's Handball,N
13713,Pietro Boscaini,M,17,Italy,ITA,1964,Summer,Swimming,Men's 100 metres Freestyle,N
89735,Misaki Oshigiri,F,21,Japan,JPN,2014,Winter,Speed Skating,"Women's 1,500 metres",N
4198,Nikolay Yefimovich Andrianov,M,19,Russia,URS,1972,Summer,Gymnastics,Men's Pommelled Horse,N
123616,Yevgeny Romanovich Ustyugov,M,24,Russia,RUS,2010,Winter,Biathlon,Men's 15 kilometres Mass Start,Gold
30167,Danny D'Souza,M,20,Seychelles,SEY,2008,Summer,Athletics,Men's 100 metres,N
57028,Matthews Kambale,M,31,Malawi,MAW,1984,Summer,Athletics,Men's Marathon,N
58581,"Jonathan ""Jon"" Kelly",M,22,Canada,CAN,1988,Summer,Swimming,Men's 400 metres Individual Medley,N
114513,Vernon Ronald Stauble,M,18,Trinidad,TTO,1968,Summer,Cycling,"Men's Individual Pursuit, 4,000 metres",N
8799,Nick Baumgartner,M,32,USA,USA,2014,Winter,Snowboarding,Men's Boardercross,N
130503,"Mary Patricia ""Patsy"" Willard (-Heckel)",F,19,USA,USA,1960,Summer,Diving,Women's Springboard,N
92133,Christine Patton,F,44,Bermuda,BER,2004,Summer,Sailing,Women's Three Person Keelboat,N
109195,Ibrahim Shameel,M,16,Maldives,MDV,2008,Summer,Swimming,Men's 50 metres Freestyle,N
84475,Aleksandar Nanev,M,29,Bulgaria,BUL,1988,Summer,Wrestling,"Men's Middleweight, Freestyle",N
121321,Radams Torruella del Valle,M,28,Puerto Rico,PUR,1968,Summer,Sailing,Mixed Two Person Heavyweight Dinghy,N
80576,Yoshio Miyake,M,22,Japan,JPN,1936,Summer,Gymnastics,Men's Horse Vault,N
121912,Slobodan Trifunovi,M,24,Serbia,YUG,1980,Summer,Water Polo,Men's Water Polo,Silver
46629,Leif Haugen,M,30,Norway,NOR,1948,Winter,Cross Country Skiing,Men's 50 kilometres,N
30115,Istvn (Stefan) Drubina,M,23,Hungary,HUN,1908,Summer,Athletics,"Men's 3,500 metres Walk",N
95254,Lidia Pitteri,F,18,Italy,ITA,1952,Summer,Gymnastics,Women's Uneven Bars,N
56643,Pavlos Kagialis,M,32,Greece,GRE,2016,Summer,Sailing,Men's Two Person Dinghy,Bronze
22547,Marie-Angline Colson,F,16,France,FRA,1992,Summer,Gymnastics,Women's Individual All-Around,N
46887,Todd Mitchell Haywood,M,24,New Zealand,NZL,2002,Winter,Alpine Skiing,Men's Slalom,N
62480,Hiroyuki Konishi,M,25,Japan,JPN,1988,Summer,Gymnastics,Men's Horse Vault,N
42030,Joseph Goubert,M,27,France,FRA,1936,Summer,Hockey,Men's Hockey,N
9159,Enis Beirbegovi,M,15,Serbia,YUG,1992,Winter,Alpine Skiing,Men's Giant Slalom,N
101364,Lawson Robertson,M,22,USA,USA,1906,Summer,Athletics,Men's Pentathlon (Ancient),N
57779,"Konstantinos ""Kostas"" Karydas",M,21,Greece,GRE,1964,Winter,Alpine Skiing,Men's Downhill,N
42650,"Susan ""Sue"" Green",F,22,UK,GBR,1972,Summer,Fencing,"Women's Foil, Individual",N
11980,Ian MacIntosh Black,M,19,UK,GBR,1960,Summer,Swimming,Men's 4 x 100 metres Medley Relay,N
7066,Anders Bakken,M,24,Norway,NOR,1980,Winter,Cross Country Skiing,Men's 50 kilometres,N
102186,Georges-Joseph Jean Baptiste Rolot,M,22,France,FRA,1912,Summer,Athletics,Men's 100 metres,N
25373,Georgios Darivas,M,26,Greece,GRE,1952,Summer,Football,Men's Football,N
83932,Galle Mys,F,20,Belgium,BEL,2012,Summer,Gymnastics,Women's Balance Beam,N
71129,Dmitry Lomakin,M,24,Kazakhstan,KAZ,2000,Summer,Weightlifting,Men's Featherweight,N
53098,Colin Ray Jackson,M,25,UK,GBR,1992,Summer,Athletics,Men's 110 metres Hurdles,N
10110,Vtor Alves Benite,M,26,Brazil,BRA,2016,Summer,Basketball,Men's Basketball,N
19601,Darren Chalmers,M,27,Canada,CAN,1998,Winter,Snowboarding,Men's Giant Slalom,N
103449,Norman Rule,M,32,Australia,AUS,1960,Summer,Shooting,"Men's Small-Bore Rifle, Prone, 50 metres",N
38153,Cristina Gallo,F,20,Argentina,ARG,1996,Summer,Shooting,"Women's Air Pistol, 10 metres",N
43610,Rubn Ernesto Guerrero,M,13,El Salvador,ESA,1968,Summer,Swimming,Men's 4 x 100 metres Freestyle Relay,N
103811,Yury Sergeyevich Ryazanov,M,21,Russia,RUS,2008,Summer,Gymnastics,Men's Floor Exercise,N
58218,Hiroyuki Kawazoe,M,32,Japan,JPN,1984,Summer,Modern Pentathlon,Men's Individual,N
114268,Ferenc Stmusz,M,26,Hungary,HUN,1960,Summer,Cycling,"Men's Road Race, Individual",N
78626,Manuel Mendvil Yocupicio,M,44,Mexico,MEX,1980,Summer,Equestrianism,"Mixed Three-Day Event, Team",Bronze
98796,Jaspal Rana,M,20,India,IND,1996,Summer,Shooting,"Men's Free Pistol, 50 metres",N
57943,Rbert Kasza,M,26,Hungary,HUN,2012,Summer,Modern Pentathlon,Men's Individual,N
70417,Alexandre Auguste Lippmann,M,26,France,FRA,1908,Summer,Fencing,"Men's epee, Individual",Silver
78104,Ilya Leonidovich Medvedev,M,28,Russia,RUS,2012,Summer,Canoeing,"Men's Kayak Doubles, 1,000 metres",N
65957,Hugo Jalmari Lahtinen,M,32,Finland,FIN,1924,Summer,Athletics,Men's Pentathlon,N
46435,Hiroshi Hashimoto,M,21,Japan,JPN,1972,Summer,Water Polo,Men's Water Polo,N
21444,Pavel Churav,M,28,Czech Republic,CZE,2006,Winter,Nordic Combined,Men's Team,N
110910,Frantiek imnek,M,28,Czech Republic,TCH,1936,Summer,Weightlifting,Men's Featherweight,N
21102,Narong Chok-Umnuay,M,20,Thailand,THA,1964,Summer,Swimming,Men's 400 metres Individual Medley,N
60734,Shaun Kirkham,M,24,New Zealand,NZL,2016,Summer,Rowing,Men's Coxed Eights,N
71041,"William Frederick ""Willy"" Logan",M,20,Canada,CAN,1928,Winter,Speed Skating,Men's 500 metres,N
128593,Wang Xiaohong,F,19,China,CHN,1988,Summer,Swimming,Women's 100 metres Butterfly,N
100248,Joseph Reynders,M,22,Belgium,BEL,1952,Summer,Water Polo,Men's Water Polo,N
99844,Ernst Reiter,M,25,Germany,FRG,1988,Winter,Biathlon,Men's 10 kilometres Sprint,N
4198,Nikolay Yefimovich Andrianov,M,27,Russia,URS,1980,Summer,Gymnastics,Men's Horizontal Bar,Bronze
40268,Martin Gilbert,M,25,Canada,CAN,2008,Summer,Cycling,Men's Madison,N
72705,Tamara Alekseyevna Lyukhina-Zamotaylova,F,21,Russia,URS,1960,Summer,Gymnastics,Women's Horse Vault,N
40766,Stewart Michael Glenister,M,19,American Samoa,ASA,2008,Summer,Swimming,Men's 50 metres Freestyle,N
70532,Yury Nikolayevich Lituyev,M,27,Russia,URS,1952,Summer,Athletics,Men's 400 metres Hurdles,Silver
73189,Uwe Madeja,M,21,Germany,GDR,1980,Summer,Canoeing,"Men's Canadian Doubles, 1,000 metres",Silver
71316,Ahmed Lpez Naranjo,M,19,Cuba,CUB,2004,Summer,Cycling,Men's Team Sprint,N
33427,Anthony Evans,M,28,Australia,AUS,1998,Winter,Cross Country Skiing,Men's 10 kilometres,N
15094,Tarryn Bright,F,29,South Africa,RSA,2012,Summer,Hockey,Women's Hockey,N
68234,"Gerald Grant ""Gerry"" Leeman",M,26,USA,USA,1948,Summer,Wrestling,"Men's Bantamweight, Freestyle",Silver
38896,Audun Egil Garshol,M,20,Norway,NOR,1972,Summer,Athletics,Men's 100 metres,N
104138,Oleg Sadikov,M,26,Israel,ISR,1992,Summer,Weightlifting,Men's Middleweight,N
50655,Huang Xiaomin,F,18,China,CHN,1988,Summer,Swimming,Women's 200 metres Breaststroke,Silver
101762,Gastn Rodrguez,M,22,Argentina,ARG,2004,Summer,Swimming,Men's 200 metres Butterfly,N
129455,"Gregor Richard ""Greg"" Weiss",M,23,USA,USA,1964,Summer,Gymnastics,Men's Individual All-Around,N
120516,Viktor Tiler,M,26,Serbia,YUG,1968,Winter,Ice Hockey,Men's Ice Hockey,N
85641,"Onn Lam ""Josiah"" Ng",M,28,Malaysia,MAS,2008,Summer,Cycling,Men's Team Sprint,N
134295,Josef Zellweger,M,20,Switzerland,SUI,1984,Summer,Gymnastics,Men's Rings,N
70660,Liu Xiaobo,M,28,China,CHN,2012,Summer,Taekwondo,Men's Heavyweight,Bronze
39954,Ismael Mahmoud Ghassab,M,23,Jordan,JOR,1984,Summer,Athletics,Men's Marathon,N
3094,"Jennifer ""Jenny"" Altermatt",F,19,Australia,AUS,1980,Winter,Alpine Skiing,Women's Giant Slalom,N
45743,Jenna Hansen,F,25,New Zealand,NZL,2012,Summer,Sailing,Women's Three Person Keelboat,N
69833,Krzysztof Lijewski,M,25,Poland,POL,2008,Summer,Handball,Men's Handball,N
117879,Jn Tak,M,27,Czech Republic,TCH,1936,Summer,Athletics,Men's Marathon,N
39262,Nazih Geagea,M,18,Lebanon,LIB,1960,Winter,Alpine Skiing,Men's Downhill,N
66561,"Gabriella Lantos (-Romacz, -Debnr)",F,25,Hungary,HUN,1996,Summer,Fencing,"Women's Foil, Individual",N
61313,Waldemar Stanisaw Klisiak,M,24,Poland,POL,1992,Winter,Ice Hockey,Men's Ice Hockey,N
49043,Lelieth Hodges,F,19,Jamaica,JAM,1972,Summer,Athletics,Women's 4 x 100 metres Relay,N
11194,Mohamed Ali Bhar,M,26,Tunisia,TUN,2016,Summer,Handball,Men's Handball,N
36412,"Ingrid Fst (Michaelis-, -Lehmann)",F,25,Germany,GER,1960,Summer,Gymnastics,Women's Individual All-Around,N
33517,Floris Maarten Alphons Maria Evers,M,29,Netherlands,NED,2012,Summer,Hockey,Men's Hockey,Silver
83946,"Elisavet ""Elli"" Mystakidou",F,30,Greece,GRE,2008,Summer,Taekwondo,Women's Welterweight,N
98117,Thomas Head Raddall,M,31,UK,GBR,1908,Summer,Shooting,"Men's Free Rifle, Three Positions, 300 metres, Team",N
67447,Larisa Yevgenyevna Lazutina (Ptitsyna-),F,32,Russia,RUS,1998,Winter,Cross Country Skiing,Women's 5/10 kilometres Pursuit,Gold
936,Isiaq Adeyanju,M,28,Nigeria,NGR,1988,Summer,Athletics,Men's 100 metres,N
47627,Andrea Henkel (-Burke),F,36,Germany,GER,2014,Winter,Biathlon,Women's 4 x 6 kilometres Relay,N
99524,Peter Neville Reed,M,25,UK,GBR,1968,Summer,Athletics,Men's Long Jump,N
57593,Maude Astrid Karln,F,23,Sweden,SWE,1956,Summer,Gymnastics,Women's Uneven Bars,N
28062,Giorgio Di Centa,M,29,Italy,ITA,2002,Winter,Cross Country Skiing,Men's 4 x 10 kilometres Relay,Silver
101052,Miroslava Ritskiavitchius,F,32,Germany,GER,1996,Summer,Handball,Women's Handball,N
124011,"Antti Jalmari ""Aarne"" Valkama (Vilkman-)",M,34,Finland,FIN,1924,Summer,Shooting,"Men's Free Rifle, 400, 600 and 800 metres, Team",N
132310,Masahiko Yamamoto,M,23,Japan,JPN,1980,Winter,Speed Skating,"Men's 5,000 metres",N
115493,Kjell Storelid,M,27,Norway,NOR,1998,Winter,Speed Skating,"Men's 10,000 metres",N
33709,Grard Faetibolt,M,28,France,FRA,1960,Summer,Water Polo,Men's Water Polo,N
89368,Olga Orban-Szabo (Orbn-Szab),F,21,Romania,ROU,1960,Summer,Fencing,"Women's Foil, Team",N
56950,Georgios Kalogiannidis,M,21,Greece,GRE,2004,Summer,Archery,Men's Team,N
81155,Caroline Incio Molinari,F,17,Brazil,BRA,2004,Summer,Gymnastics,Women's Individual All-Around,N
91985,Szabolcs Psztor,M,29,Hungary,HUN,1988,Summer,Fencing,"Men's epee, Team",N
61572,Durward Randolph Knowles,M,70,Bahamas,BAH,1988,Summer,Sailing,Mixed Two Person Keelboat,N
99579,Pietro Reggio,M,29,Italy,ITA,1952,Summer,Sailing,Mixed 6 metres,N
30129,"Christopher Ellis ""Chris"" Drury",M,33,USA,USA,2010,Winter,Ice Hockey,Men's Ice Hockey,Silver
124686,Lawrence Joseph Van Huizen,M,34,Malaysia,MAS,1964,Summer,Hockey,Men's Hockey,N
115868,Gunnar Struckmann,M,22,Germany,GER,2004,Summer,Sailing,Mixed Multihull,N
8183,John Burke Alexander Barry,M,44,USA,USA,1924,Summer,Equestrianism,"Men's Jumping, Team",N
2779,Jasmine Alkhaldi,F,23,Philippines,PHI,2016,Summer,Swimming,Women's 100 metres Freestyle,N
84334,Kelsey Nakanelua,M,37,American Samoa,ASA,2004,Summer,Athletics,Men's 100 metres,N
66838,Roald Morel Larsen,M,26,Norway,NOR,1924,Winter,Speed Skating,"Men's 5,000 metres",Bronze
68162,Lee Sun-Bok,F,26,South Korea,KOR,1976,Summer,Volleyball,Women's Volleyball,Bronze
127731,Tapani Aimo Vuorenhela,M,24,Finland,FIN,1972,Summer,Cycling,"Men's Road Race, Individual",N
8662,Sabine Christiane Bau,F,19,Germany,FRG,1988,Summer,Fencing,"Women's Foil, Individual",Silver
33652,Ignazio Fabra,M,26,Italy,ITA,1956,Summer,Wrestling,"Men's Flyweight, Greco-Roman",Silver
1074,Khairulnizam Mohd Afendy,M,19,Malaysia,MAS,2012,Summer,Sailing,Men's One Person Dinghy,N
96704,Philippe Pradayrol,M,26,France,FRA,1992,Summer,Judo,Men's Extra-Lightweight,N
41826,"Arthur William Charles ""Wentworth"" Gore",M,40,UK,GBR,1908,Summer,Tennis,"Men's Singles, Covered Courts",Gold
131489,Oenone Wood,F,27,Australia,AUS,2008,Summer,Cycling,Women's Individual Time Trial,N
22725,Andr Conrardy,M,32,Luxembourg,LUX,1960,Summer,Canoeing,"Men's Kayak Singles, 1,000 metres",N
39248,Michael Patrick Gbinije,M,24,Nigeria,NGR,2016,Summer,Basketball,Men's Basketball,N
86677,Stanisaw Noakowski,M,61,Poland,POL,1928,Summer,Art Competitions,"Mixed Painting, Drawings And Water Colors",N
115668,Barbara Strass,F,26,Austria,AUT,2000,Summer,Handball,Women's Handball,N
32536,Ion Enache,M,29,Romania,ROU,1976,Summer,Wrestling,"Men's Middleweight, Greco-Roman",N
109950,Aleksey Anatolyevich Shmidt,M,21,Russia,RUS,2004,Summer,Cycling,Men's Madison,N
130407,Aschwin Wildeboer Faber,M,26,Spain,ESP,2012,Summer,Swimming,Men's 200 metres Backstroke,N
76437,Michel Mathiot,M,25,France,FRA,1952,Summer,Gymnastics,Men's Pommelled Horse,N
14781,Jean Alphonse Braure,M,57,"Virgin Islands, US",ISV,1992,Summer,Sailing,Mixed Multihull,N
26971,Lamin Ali Deen,M,32,UK,GBR,2014,Winter,Bobsleigh,Men's Two,N
75637,"Sraphin ""Sra"" Martin",M,26,France,FRA,1932,Summer,Athletics,Men's 800 metres,N
53475,David Nowell James,M,18,USA,USA,1968,Summer,Sailing,Mixed Two Person Heavyweight Dinghy,N
102488,Gershon Rorich,M,30,South Africa,RSA,2004,Summer,Beach Volleyball,Men's Beach Volleyball,N
74120,Grgory Mallet,M,32,France,FRA,2016,Summer,Swimming,Men's 4 x 200 metres Freestyle Relay,N
10475,Per Bergerud,M,19,Norway,NOR,1976,Winter,Ski Jumping,"Men's Large Hill, Individual",N
39950,Reza Ghasemi,M,29,Iran,IRI,2016,Summer,Athletics,Men's 100 metres,N
117950,Shinji Takahira,M,20,Japan,JPN,2004,Summer,Athletics,Men's 200 metres,N
113966,Claudia Sprenger,F,17,Liechtenstein,LIE,1976,Winter,Cross Country Skiing,Women's 5 kilometres,N
121498,Yvonne Natalie Tousek,F,20,Canada,CAN,2000,Summer,Gymnastics,Women's Floor Exercise,N
22378,Grard Colin,M,25,France,FRA,1984,Winter,Ski Jumping,"Men's Large Hill, Individual",N
22576,Oriol Combarros Vilaseca,M,24,Spain,ESP,2004,Summer,Gymnastics,Men's Rings,N
29798,Brennon James Dowrick,M,20,Australia,AUS,1992,Summer,Gymnastics,Men's Pommelled Horse,N
131301,Christoph Wolf,M,23,Germany,FRG,1984,Summer,Canoeing,"Men's Kayak Singles, 1,000 metres",N
75395,Barbara Ann Marshall,F,14,USA,USA,1972,Summer,Swimming,Women's 4 x 100 metres Freestyle Relay,Gold
17049,Byeon Yeong-Jun,M,28,South Korea,KOR,2012,Summer,Athletics,Men's 20 kilometres Walk,N
27423,mile Joseph Demangel,M,25,France,FRA,1908,Summer,Cycling,Men's Sprint,N
16533,Vreny Burger,F,29,Switzerland,SUI,1984,Summer,Archery,Women's Individual,N
59827,Kim Dae-Eun,M,23,South Korea,KOR,2008,Summer,Gymnastics,Men's Individual All-Around,N
67084,Hildrun Laufer-Claus,F,21,Germany,GER,1960,Summer,Athletics,Women's Long Jump,Bronze
73197,Gnther Mader,M,27,Austria,AUT,1992,Winter,Alpine Skiing,Men's Downhill,Bronze
131673,Ludwig Wrede,M,33,Austria,AUT,1928,Winter,Figure Skating,Men's Singles,N
105728,Nuno Francisco Puidival Saraiva,M,22,Portugal,POR,2016,Summer,Judo,Men's Lightweight,N
135248,Zorigtyn Batkhuyag,F,34,Mongolia,MGL,2008,Summer,Shooting,"Women's Air Rifle, 10 metres",N
5705,Kaspars Astaenko,M,26,Latvia,LAT,2002,Winter,Ice Hockey,Men's Ice Hockey,N
15606,Stephanie Karenmonica Brown-Trafton,F,32,USA,USA,2012,Summer,Athletics,Women's Discus Throw,N
89408,Frederic Orendi,M,34,Romania,ROU,1964,Summer,Gymnastics,Men's Rings,N
72797,Jarkko Mikael Mtt,M,19,Finland,FIN,2014,Winter,Ski Jumping,"Men's Large Hill, Individual",N
121214,"Sndor Bernt Ede Blint Kzmr, Count Trk de Szendr",M,25,Hungary,HUN,1906,Summer,Shooting,"Men's Trap, Double Shot, 14 metres",N
24628,Vincent John D'Autorio,M,36,USA,USA,1952,Summer,Gymnastics,Men's Parallel Bars,N
134488,Zhang Juanjuan,F,27,China,CHN,2008,Summer,Archery,Women's Individual,Gold
126176,Ilmari Vesamaa,M,26,Finland,FIN,1920,Summer,Athletics,"Men's Cross-Country, Team",Gold
85378,Alice Nesti,F,23,Italy,ITA,2012,Summer,Swimming,Women's 4 x 200 metres Freestyle Relay,N
124336,Pieter Cornelis Martijn van den Hoogenband,M,18,Netherlands,NED,1996,Summer,Swimming,Men's 4 x 100 metres Freestyle Relay,N
64906,Sudesh Kumar,M,18,India,IND,1968,Summer,Wrestling,"Men's Flyweight, Greco-Roman",N
113103,Song Aiqin,F,23,China,CHN,1994,Winter,Biathlon,Women's 15 kilometres,N
33455,Kenny Evans,M,21,USA,USA,2000,Summer,Athletics,Men's High Jump,N
59758,Kim A-Lang,F,18,South Korea,KOR,2014,Winter,Short Track Speed Skating,Women's 500 metres,N
132065,Xu Jiayu,M,20,China,CHN,2016,Summer,Swimming,Men's 200 metres Backstroke,N
82758,Ole Clausen Mrch,M,22,Norway,NOR,1972,Summer,Fencing,"Men's epee, Individual",N
118429,Tang Peng,M,31,China,HKG,2012,Summer,Table Tennis,Men's Team,N
90763,Sascha Palgen,M,23,Luxembourg,LUX,2008,Summer,Gymnastics,Men's Rings,N
114788,Jrdis Steinegger,F,29,Austria,AUT,2012,Summer,Swimming,Women's 200 metres Freestyle,N
115165,Murray Stewart,M,26,Australia,AUS,2012,Summer,Canoeing,"Men's Kayak Singles, 1,000 metres",N
8213,Yuliya Vladimirovna Barsukova (-Samokhin),F,21,Russia,RUS,2000,Summer,Rhythmic Gymnastics,Women's Individual,Gold
114278,Tsvetanka Dobreva Stancheva,F,22,Bulgaria,BUL,1952,Summer,Gymnastics,Women's Floor Exercise,N
8895,Sebastian Bayer,M,26,Germany,GER,2012,Summer,Athletics,Men's Long Jump,N
126532,Nothando Vilakazi,F,23,South Africa,RSA,2012,Summer,Football,Women's Football,N
110563,Wellison Rosa da Silva,M,32,Brazil,BRA,2016,Summer,Weightlifting,Men's Light-Heavyweight,N
98474,Nua Rajher,F,29,Slovenia,SLO,2012,Summer,Taekwondo,Women's Heavyweight,N
91181,"Adriano R. ""Jun"" Papa, Jr.",M,23,Philippines,PHI,1968,Summer,Basketball,Men's Basketball,N
115851,"Johanna Margaretha ""Jo"" Stroomberg (-Roele)",F,17,Netherlands,NED,1936,Summer,Swimming,Women's 200 metres Breaststroke,N
6500,Orlando Baccino Granja,M,25,Argentina,ARG,1996,Summer,Judo,Men's Heavyweight,N
122195,"Athanasios ""Thanasis"" Tsakiris",M,45,Greece,GRE,2010,Winter,Biathlon,Men's 10 kilometres Sprint,N
6460,Ivan Sergeyevich Babikov,M,25,Russia,RUS,2006,Winter,Cross Country Skiing,Men's 30 km Skiathlon,N
57593,Maude Astrid Karln,F,23,Sweden,SWE,1956,Summer,Gymnastics,Women's Individual All-Around,N
65340,"Anthonius Jacobus ""Anton"" Kuys",M,24,Netherlands,NED,1928,Summer,Cycling,"Men's Road Race, Individual",N
94447,Sissy Anette Philipsson,F,23,Sweden,SWE,1988,Summer,Swimming,Women's 400 metres Individual Medley,N
48709,Lars Hinneburg,M,23,Germany,GDR,1988,Summer,Swimming,Men's 4 x 200 metres Freestyle Relay,Silver
58198,Mayumi Kawasaki,F,32,Japan,JPN,2012,Summer,Athletics,Women's 20 kilometres Walk,N
6889,"David George ""Dave"" Bailey",M,23,Canada,CAN,1968,Summer,Athletics,"Men's 1,500 metres",N
74261,Patrcia Mbengani Bravo Mamona,F,23,Portugal,POR,2012,Summer,Athletics,Women's Triple Jump,N
63507,Justyna Kowalczyk,F,27,Poland,POL,2010,Winter,Cross Country Skiing,Women's 4 x 5 kilometres Relay,N
66431,Malcolm Edgar Lange,M,18,South Africa,RSA,1992,Summer,Cycling,"Men's Road Race, Individual",N
106413,Ole Andreas Sther,M,42,Norway,NOR,1912,Summer,Shooting,"Men's Free Rifle, Three Positions, 300 metres",N
5455,Shinobu Asagoe,F,24,Japan,JPN,2000,Summer,Tennis,Women's Singles,N
763,Herman Adam Negrete,M,23,Mexico,MEX,1988,Summer,Athletics,Men's 4 x 100 metres Relay,N
57049,Youssef Saad Kamel,M,21,Bahrain,BRN,2004,Summer,Athletics,Men's 800 metres,N
10017,Giordano Benedetti,M,27,Italy,ITA,2016,Summer,Athletics,Men's 800 metres,N
118544,Tereapii Tapoki,F,24,Cook Islands,COK,2008,Summer,Athletics,Women's Discus Throw,N
88070,Brigitte Oertel,F,22,Germany,FRG,1976,Summer,Fencing,"Women's Foil, Individual",N
36614,douard Fraisse,M,43,France,FRA,1924,Summer,Art Competitions,Mixed Sculpturing,N
41147,Emmanuel Goldsmith,M,18,Switzerland,SUI,1928,Summer,Athletics,Men's 100 metres,N
94205,"William James ""Billy"" Pett",M,32,UK,GBR,1906,Summer,Cycling,Men's 20 kilometres,Gold
56255,Denyse Alice Julien,F,32,Canada,CAN,1992,Summer,Badminton,Women's Singles,N
79869,"William Waring ""Bill"" Miller",M,19,USA,USA,1932,Summer,Athletics,Men's Pole Vault,Gold
78945,Craig Tyrone Merren,M,17,Cayman Islands,CAY,1984,Summer,Cycling,Men's 100 kilometres Team Time Trial,N
94406,"Michael Fred Phelps, II",M,23,USA,USA,2008,Summer,Swimming,Men's 100 metres Butterfly,Gold
90036,Idara Otu,F,25,Nigeria,NGR,2012,Summer,Athletics,Women's 4 x 400 metres Relay,N
81952,Frank Esteban Moreno Garca,M,26,Cuba,CUB,1992,Summer,Judo,Men's Heavyweight,N
97881,Julien Quesne,M,35,France,FRA,2016,Summer,Golf,Men's Individual,N
101058,Helen Ritter,F,26,Liechtenstein,LIE,1984,Summer,Athletics,"Women's 1,500 metres",N
5463,Tony J. Asamali,M,21,Philippines,PHI,1968,Summer,Swimming,Men's 200 metres Individual Medley,N
13082,Fabio Bonacina,M,28,Italy,ITA,1952,Summer,Gymnastics,Men's Rings,N
17598,Domenico Cambieri,M,33,Italy,ITA,1948,Summer,Rowing,Men's Coxed Fours,N
28104,Manlio Di Rosa,M,33,Italy,ITA,1948,Summer,Fencing,"Men's Foil, Team",Silver
36217,Enrico Forcella Pelliccioni,M,52,Venezuela,VEN,1960,Summer,Shooting,"Men's Small-Bore Rifle, Prone, 50 metres",Bronze
63419,Zsfia Kovcs,F,16,Hungary,HUN,2016,Summer,Gymnastics,Women's Individual All-Around,N
121541,"Thomas ""Tommy"" Town",M,27,Canada,CAN,1920,Summer,Athletics,"Men's 5,000 metres",N
73820,Vitaly Valeryevich Makarov,M,30,Russia,RUS,2004,Summer,Judo,Men's Lightweight,Silver
51331,Maria Huybrechts,F,18,Belgium,BEL,1948,Summer,Swimming,Women's 4 x 100 metres Freestyle Relay,N
102250,Valerio Romano,M,35,Italy,ITA,1988,Summer,Sailing,Mixed Three Person Keelboat,N
15240,Norman Brckl,M,21,Germany,GER,2008,Summer,Canoeing,"Men's Kayak Fours, 1,000 metres",Bronze
1340,Annica Gunilla hln,F,27,Sweden,SWE,2002,Winter,Ice Hockey,Women's Ice Hockey,Bronze
46126,Benn Harradine,M,25,Australia,AUS,2008,Summer,Athletics,Men's Discus Throw,N
101794,Jos Rafael Rodrguez Carbonell,M,21,Cuba,CUB,1980,Summer,Judo,Men's Extra-Lightweight,Silver
113849,Ulf Hkan Spik,M,28,Finland,FIN,1980,Summer,Athletics,Men's Marathon,N
127025,"Hans Karl Alfred ""Fred"" Voelckerling",M,55,Germany,GER,1928,Summer,Art Competitions,"Mixed Sculpturing, Statues",N
34343,Yehoshua Faygenbaum,M,20,Israel,ISR,1968,Summer,Football,Men's Football,N
