Season,Year,Medal,Team,NOC,Age,Sex,Records,Income
Summer,1988,Bronze,Argentina,ARG,21,M,2,UM
Summer,1988,Bronze,Argentina,ARG,22,M,1,UM
Summer,1988,Bronze,Argentina,ARG,23,M,2,UM
Summer,1988,Bronze,Argentina,ARG,24,M,1,UM
Summer,1988,Bronze,Argentina,ARG,25,M,1,UM
Summer,1988,Bronze,Argentina,ARG,26,M,3,UM
Summer,1988,Bronze,Argentina,ARG,27,M,1,UM
Summer,1988,Bronze,Argentina,ARG,28,M,1,UM
Summer,1988,Bronze,Australia,AUS,18,F,1,H
Summer,1988,Bronze,Australia,AUS,18,M,1,H
Summer,1988,Bronze,Australia,AUS,19,M,1,H
Summer,1988,Bronze,Australia,AUS,21,M,1,H
Summer,1988,Bronze,Australia,AUS,22,M,3,H
Summer,1988,Bronze,Australia,AUS,24,M,1,H
Summer,1988,Bronze,Australia,AUS,25,F,1,H
Summer,1988,Bronze,Australia,AUS,28,M,1,H
Summer,1988,Bronze,Australia,AUS,35,F,1,H
Summer,1988,Bronze,Belgium,BEL,32,M,1,H
Summer,1988,Bronze,Belgium,BEL,34,M,1,H
Summer,1988,Bronze,Brazil,BRA,24,M,3,LM
Summer,1988,Bronze,Brazil,BRA,28,M,1,LM
Summer,1988,Bronze,Brazil,BRA,42,M,1,LM
Summer,1988,Bronze,Bulgaria,BUL,17,F,1,
Summer,1988,Bronze,Bulgaria,BUL,20,F,1,
Summer,1988,Bronze,Bulgaria,BUL,20,M,1,
Summer,1988,Bronze,Bulgaria,BUL,21,F,2,
Summer,1988,Bronze,Bulgaria,BUL,21,M,1,
Summer,1988,Bronze,Bulgaria,BUL,22,F,1,
Summer,1988,Bronze,Bulgaria,BUL,22,M,1,
Summer,1988,Bronze,Bulgaria,BUL,23,F,1,
Summer,1988,Bronze,Bulgaria,BUL,24,M,2,
Summer,1988,Bronze,Bulgaria,BUL,25,F,3,
Summer,1988,Bronze,Bulgaria,BUL,26,F,1,
Summer,1988,Bronze,Bulgaria,BUL,28,F,1,
Summer,1988,Bronze,Bulgaria,BUL,29,M,1,
Summer,1988,Bronze,Canada,CAN,15,F,1,H
Summer,1988,Bronze,Canada,CAN,16,F,1,H
Summer,1988,Bronze,Canada,CAN,18,F,2,H
Summer,1988,Bronze,Canada,CAN,19,F,1,H
Summer,1988,Bronze,Canada,CAN,19,M,1,H
Summer,1988,Bronze,Canada,CAN,20,F,1,H
Summer,1988,Bronze,Canada,CAN,24,F,1,H
Summer,1988,Bronze,Canada,CAN,27,M,1,H
Summer,1988,Bronze,Canada,CAN,28,M,2,H
Summer,1988,Bronze,Canada,CAN,30,F,1,H
Summer,1988,Bronze,Canada,CAN,36,F,1,H
Summer,1988,Bronze,Canada,CAN,51,F,1,H
Summer,1988,Bronze,China,CHN,17,F,1,L
Summer,1988,Bronze,China,CHN,19,F,3,L
Summer,1988,Bronze,China,CHN,20,F,3,L
Summer,1988,Bronze,China,CHN,20,M,1,L
Summer,1988,Bronze,China,CHN,21,F,2,L
Summer,1988,Bronze,China,CHN,21,M,2,L
Summer,1988,Bronze,China,CHN,22,F,1,L
Summer,1988,Bronze,China,CHN,23,M,1,L
Summer,1988,Bronze,China,CHN,24,F,4,L
Summer,1988,Bronze,China,CHN,24,M,2,L
Summer,1988,Bronze,China,CHN,25,F,5,L
Summer,1988,Bronze,China,CHN,26,F,1,L
Summer,1988,Bronze,China,CHN,27,F,1,L
Summer,1988,Bronze,China,CHN,29,F,1,L
Summer,1988,Bronze,China,CHN,31,F,1,L
Summer,1988,Bronze,China,CHN,31,M,1,L
Summer,1988,Bronze,Colombia,COL,19,M,1,LM
Summer,1988,Bronze,Denmark,DEN,29,M,1,H
Summer,1988,Bronze,Denmark,DEN,31,M,2,H
Summer,1988,Bronze,Djibouti,DJI,31,M,1,
Summer,1988,Bronze,Finland,FIN,26,M,1,H
Summer,1988,Bronze,Finland,FIN,29,M,1,H
Summer,1988,Bronze,France,FRA,20,F,1,H
Summer,1988,Bronze,France,FRA,21,M,1,H
Summer,1988,Bronze,France,FRA,22,M,3,H
Summer,1988,Bronze,France,FRA,23,M,2,H
Summer,1988,Bronze,France,FRA,24,M,1,H
Summer,1988,Bronze,France,FRA,25,M,1,H
Summer,1988,Bronze,France,FRA,31,M,1,H
Summer,1988,Bronze,France,FRA,33,M,1,H
Summer,1988,Bronze,France,FRA,34,M,1,H
Summer,1988,Bronze,France,FRA,39,M,1,H
Summer,1988,Bronze,Great Britain,GBR,20,M,1,H
Summer,1988,Bronze,Great Britain,GBR,23,F,1,H
Summer,1988,Bronze,Great Britain,GBR,23,M,3,H
Summer,1988,Bronze,Great Britain,GBR,24,M,1,H
Summer,1988,Bronze,Great Britain,GBR,25,M,1,H
Summer,1988,Bronze,Great Britain,GBR,26,M,2,H
Summer,1988,Bronze,Great Britain,GBR,27,M,1,H
Summer,1988,Bronze,Great Britain,GBR,28,M,2,H
Summer,1988,Bronze,Great Britain,GBR,33,F,1,H
Summer,1988,Bronze,Great Britain,GBR,33,M,1,H
Summer,1988,Bronze,Great Britain,GBR,36,M,1,H
Summer,1988,Bronze,Greece,GRE,31,M,1,UM
Summer,1988,Bronze,Hungary,HUN,21,M,1,UM
Summer,1988,Bronze,Hungary,HUN,22,M,1,UM
Summer,1988,Bronze,Hungary,HUN,23,M,3,UM
Summer,1988,Bronze,Hungary,HUN,24,F,1,UM
Summer,1988,Bronze,Hungary,HUN,24,M,2,UM
Summer,1988,Bronze,Hungary,HUN,26,F,1,UM
Summer,1988,Bronze,Hungary,HUN,27,M,2,UM
Summer,1988,Bronze,Hungary,HUN,28,M,1,UM
Summer,1988,Bronze,Hungary,HUN,29,F,2,UM
Summer,1988,Bronze,Hungary,HUN,34,F,1,UM
Summer,1988,Bronze,Italy,ITA,18,M,1,H
Summer,1988,Bronze,Italy,ITA,25,M,2,H
Summer,1988,Bronze,Italy,ITA,29,M,3,H
Summer,1988,Bronze,Italy,ITA,31,M,2,H
Summer,1988,Bronze,Japan,JPN,17,M,2,H
Summer,1988,Bronze,Japan,JPN,18,M,1,H
Summer,1988,Bronze,Japan,JPN,19,M,1,H
Summer,1988,Bronze,Japan,JPN,21,F,1,H
Summer,1988,Bronze,Japan,JPN,22,F,2,H
Summer,1988,Bronze,Japan,JPN,23,M,1,H
Summer,1988,Bronze,Japan,JPN,24,M,1,H
Summer,1988,Bronze,Japan,JPN,25,M,1,H
Summer,1988,Bronze,Japan,JPN,27,M,1,H
Summer,1988,Bronze,Japan,JPN,28,M,2,H
Summer,1988,Bronze,Kenya,KEN,21,M,1,L
Summer,1988,Bronze,Kenya,KEN,24,M,1,L
Summer,1988,Bronze,Mexico,MEX,19,M,1,LM
Summer,1988,Bronze,Mexico,MEX,20,M,1,LM
Summer,1988,Bronze,Mongolia,MGL,26,M,1,
Summer,1988,Bronze,Morocco,MAR,28,M,1,LM
Summer,1988,Bronze,Morocco,MAR,29,M,1,LM
Summer,1988,Bronze,Netherlands,NED,20,F,1,H
Summer,1988,Bronze,Netherlands,NED,20,M,1,H
Summer,1988,Bronze,Netherlands,NED,21,F,1,H
Summer,1988,Bronze,Netherlands,NED,22,F,2,H
Summer,1988,Bronze,Netherlands,NED,22,M,3,H
Summer,1988,Bronze,Netherlands,NED,23,M,1,H
Summer,1988,Bronze,Netherlands,NED,24,F,4,H
Summer,1988,Bronze,Netherlands,NED,24,M,4,H
Summer,1988,Bronze,Netherlands,NED,25,F,1,H
Summer,1988,Bronze,Netherlands,NED,25,M,1,H
Summer,1988,Bronze,Netherlands,NED,26,F,2,H
Summer,1988,Bronze,Netherlands,NED,26,M,1,H
Summer,1988,Bronze,Netherlands,NED,27,F,1,H
Summer,1988,Bronze,Netherlands,NED,27,M,3,H
Summer,1988,Bronze,Netherlands,NED,28,F,1,H
Summer,1988,Bronze,Netherlands,NED,28,M,2,H
Summer,1988,Bronze,Netherlands,NED,29,F,3,H
Summer,1988,Bronze,Netherlands,NED,30,F,1,H
Summer,1988,Bronze,Netherlands,NED,32,M,2,H
Summer,1988,Bronze,Netherlands,NED,34,F,1,H
Summer,1988,Bronze,New Zealand,NZL,21,M,2,H
Summer,1988,Bronze,New Zealand,NZL,23,M,1,H
Summer,1988,Bronze,New Zealand,NZL,24,F,1,H
Summer,1988,Bronze,New Zealand,NZL,26,M,2,H
Summer,1988,Bronze,New Zealand,NZL,28,F,1,H
Summer,1988,Bronze,New Zealand,NZL,28,M,3,H
Summer,1988,Bronze,New Zealand,NZL,29,M,2,H
Summer,1988,Bronze,New Zealand,NZL,32,F,1,H
Summer,1988,Bronze,New Zealand,NZL,32,M,2,H
Summer,1988,Bronze,New Zealand,NZL,33,F,1,H
Summer,1988,Bronze,Pakistan,PAK,24,M,1,L
Summer,1988,Bronze,Philippines,PHI,26,M,1,LM
Summer,1988,Bronze,Poland,POL,20,F,1,LM
Summer,1988,Bronze,Poland,POL,20,M,3,LM
Summer,1988,Bronze,Poland,POL,23,M,1,LM
Summer,1988,Bronze,Poland,POL,24,M,1,LM
Summer,1988,Bronze,Poland,POL,28,M,1,LM
Summer,1988,Bronze,Poland,POL,29,M,2,LM
Summer,1988,Bronze,Poland,POL,30,M,1,LM
Summer,1988,Bronze,Romania,ROU,15,F,1,UM
Summer,1988,Bronze,Romania,ROU,16,F,1,UM
Summer,1988,Bronze,Romania,ROU,20,F,1,UM
Summer,1988,Bronze,Romania,ROU,21,F,2,UM
Summer,1988,Bronze,Romania,ROU,21,M,1,UM
Summer,1988,Bronze,Romania,ROU,22,F,2,UM
Summer,1988,Bronze,Romania,ROU,23,F,1,UM
Summer,1988,Bronze,Romania,ROU,24,F,1,UM
Summer,1988,Bronze,Romania,ROU,25,F,4,UM
Summer,1988,Bronze,Romania,ROU,26,F,1,UM
Summer,1988,Bronze,Romania,ROU,34,F,1,UM
Summer,1988,Bronze,South Korea,KOR,17,F,1,UM
Summer,1988,Bronze,South Korea,KOR,19,M,1,UM
Summer,1988,Bronze,South Korea,KOR,23,M,2,UM
Summer,1988,Bronze,South Korea,KOR,24,M,2,UM
Summer,1988,Bronze,South Korea,KOR,25,M,1,UM
Summer,1988,Bronze,South Korea,KOR,26,M,1,UM
Summer,1988,Bronze,South Korea,KOR,27,M,1,UM
Summer,1988,Bronze,South Korea,KOR,28,M,1,UM
Summer,1988,Bronze,South Korea-2,KOR,20,M,1,UM
Summer,1988,Bronze,South Korea-2,KOR,23,M,1,UM
Summer,1988,Bronze,Spain,ESP,20,M,1,H
Summer,1988,Bronze,Spain,ESP,25,M,1,H
Summer,1988,Bronze,Sweden,SWE,20,M,1,H
Summer,1988,Bronze,Sweden,SWE,22,M,3,H
Summer,1988,Bronze,Sweden,SWE,23,M,3,H
Summer,1988,Bronze,Sweden,SWE,24,M,1,H
Summer,1988,Bronze,Sweden,SWE,25,M,1,H
Summer,1988,Bronze,Sweden,SWE,26,M,1,H
Summer,1988,Bronze,Sweden,SWE,27,M,1,H
Summer,1988,Bronze,Switzerland,SUI,27,M,1,H
Summer,1988,Bronze,Switzerland,SUI,41,F,1,H
Summer,1988,Bronze,Thailand,THA,20,M,1,LM
Summer,1988,Bronze,United States,USA,14,F,1,H
Summer,1988,Bronze,United States,USA,15,F,1,H
Summer,1988,Bronze,United States,USA,18,F,1,H
Summer,1988,Bronze,United States,USA,20,F,2,H
Summer,1988,Bronze,United States,USA,20,M,4,H
Summer,1988,Bronze,United States,USA,21,F,2,H
Summer,1988,Bronze,United States,USA,21,M,4,H
Summer,1988,Bronze,United States,USA,22,F,1,H
Summer,1988,Bronze,United States,USA,22,M,9,H
Summer,1988,Bronze,United States,USA,23,F,2,H
Summer,1988,Bronze,United States,USA,23,M,5,H
Summer,1988,Bronze,United States,USA,24,F,2,H
Summer,1988,Bronze,United States,USA,24,M,1,H
Summer,1988,Bronze,United States,USA,25,M,1,H
Summer,1988,Bronze,United States,USA,26,M,1,H
Summer,1988,Bronze,United States,USA,27,F,3,H
Summer,1988,Bronze,United States,USA,27,M,5,H
Summer,1988,Bronze,United States,USA,28,F,1,H
Summer,1988,Bronze,United States,USA,28,M,3,H
Summer,1988,Bronze,United States,USA,29,M,1,H
Summer,1988,Bronze,United States,USA,31,M,1,H
Summer,1988,Bronze,United States,USA,32,M,1,H
Summer,1988,Bronze,United States,USA,33,F,1,H
Summer,1988,Bronze,United States,USA,33,M,1,H
Summer,1988,Gold,Australia,AUS,20,M,1,H
Summer,1988,Gold,Australia,AUS,21,F,4,H
Summer,1988,Gold,Australia,AUS,23,F,2,H
Summer,1988,Gold,Australia,AUS,24,F,1,H
Summer,1988,Gold,Australia,AUS,25,F,4,H
Summer,1988,Gold,Australia,AUS,26,F,3,H
Summer,1988,Gold,Australia,AUS,28,F,1,H
Summer,1988,Gold,Australia,AUS,29,F,1,H
Summer,1988,Gold,Australia,AUS,31,F,1,H
Summer,1988,Gold,Austria,AUT,28,M,1,H
Summer,1988,Gold,Brazil,BRA,24,M,1,LM
Summer,1988,Gold,Bulgaria,BUL,19,M,1,
Summer,1988,Gold,Bulgaria,BUL,20,M,1,
Summer,1988,Gold,Bulgaria,BUL,22,M,1,
Summer,1988,Gold,Bulgaria,BUL,23,M,1,
Summer,1988,Gold,Bulgaria,BUL,24,F,1,
Summer,1988,Gold,Bulgaria,BUL,25,M,1,
Summer,1988,Gold,Bulgaria,BUL,26,F,1,
Summer,1988,Gold,Bulgaria,BUL,28,F,1,
Summer,1988,Gold,Bulgaria,BUL,28,M,2,
Summer,1988,Gold,Canada,CAN,23,F,2,H
Summer,1988,Gold,Canada,CAN,23,M,1,H
Summer,1988,Gold,Canada,CAN,25,F,1,H
Summer,1988,Gold,China,CHN,17,F,1,L
Summer,1988,Gold,China,CHN,18,F,1,L
Summer,1988,Gold,China,CHN,19,F,1,L
Summer,1988,Gold,China,CHN,24,M,1,L
Summer,1988,Gold,China-1,CHN,23,M,1,L
Summer,1988,Gold,China-1,CHN,26,M,1,L
Summer,1988,Gold,Denmark,DEN,26,M,1,H
Summer,1988,Gold,Denmark,DEN,27,M,1,H
Summer,1988,Gold,Denmark,DEN,34,M,1,H
Summer,1988,Gold,Finland,FIN,27,M,1,H
Summer,1988,Gold,France,FRA,23,M,1,H
Summer,1988,Gold,France,FRA,24,M,3,H
Summer,1988,Gold,France,FRA,28,M,2,H
Summer,1988,Gold,France,FRA,29,M,2,H
Summer,1988,Gold,France,FRA,31,M,2,H
Summer,1988,Gold,France,FRA,32,M,1,H
Summer,1988,Gold,France,FRA,33,M,1,H
Summer,1988,Gold,Great Britain,GBR,18,M,1,H
Summer,1988,Gold,Great Britain,GBR,24,M,2,H
Summer,1988,Gold,Great Britain,GBR,25,M,1,H
Summer,1988,Gold,Great Britain,GBR,26,M,5,H
Summer,1988,Gold,Great Britain,GBR,27,M,1,H
Summer,1988,Gold,Great Britain,GBR,28,M,2,H
Summer,1988,Gold,Great Britain,GBR,29,M,3,H
Summer,1988,Gold,Great Britain,GBR,30,M,1,H
Summer,1988,Gold,Great Britain,GBR,32,M,3,H
Summer,1988,Gold,Great Britain,GBR,33,M,2,H
Summer,1988,Gold,Great Britain,GBR,40,M,1,H
Summer,1988,Gold,Hungary,HUN,14,F,1,UM
Summer,1988,Gold,Hungary,HUN,19,M,1,UM
Summer,1988,Gold,Hungary,HUN,21,M,3,UM
Summer,1988,Gold,Hungary,HUN,22,M,1,UM
Summer,1988,Gold,Hungary,HUN,23,M,5,UM
Summer,1988,Gold,Hungary,HUN,24,M,2,UM
Summer,1988,Gold,Hungary,HUN,25,M,1,UM
Summer,1988,Gold,Hungary,HUN,26,M,1,UM
Summer,1988,Gold,Hungary,HUN,27,M,1,UM
Summer,1988,Gold,Hungary,HUN,29,M,2,UM
Summer,1988,Gold,Hungary,HUN,32,M,1,UM
Summer,1988,Gold,Hungary,HUN,37,M,1,UM
Summer,1988,Gold,Italy,ITA,20,M,2,H
Summer,1988,Gold,Italy,ITA,22,M,1,H
Summer,1988,Gold,Italy,ITA,24,M,1,H
Summer,1988,Gold,Italy,ITA,25,M,1,H
Summer,1988,Gold,Italy,ITA,26,M,2,H
Summer,1988,Gold,Italy,ITA,27,M,1,H
Summer,1988,Gold,Italy,ITA,29,M,2,H
Summer,1988,Gold,Italy,ITA,30,M,1,H
Summer,1988,Gold,Japan,JPN,21,M,1,H
Summer,1988,Gold,Japan,JPN,25,M,1,H
Summer,1988,Gold,Japan,JPN,26,M,1,H
Summer,1988,Gold,Japan,JPN,27,M,1,H
Summer,1988,Gold,Kenya,KEN,21,M,2,L
Summer,1988,Gold,Kenya,KEN,22,M,1,L
Summer,1988,Gold,Kenya,KEN,26,M,1,L
Summer,1988,Gold,Kenya,KEN,27,M,1,L
Summer,1988,Gold,Morocco,MAR,21,M,1,LM
Summer,1988,Gold,Netherlands,NED,24,F,1,H
Summer,1988,Gold,Netherlands,NED,26,M,1,H
Summer,1988,Gold,Netherlands,NED,27,M,1,H
Summer,1988,Gold,New Zealand,NZL,24,M,1,H
Summer,1988,Gold,New Zealand,NZL,28,M,1,H
Summer,1988,Gold,New Zealand,NZL,32,M,1,H
Summer,1988,Gold,New Zealand,NZL,36,M,1,H
Summer,1988,Gold,Norway,NOR,25,M,1,H
Summer,1988,Gold,Norway,NOR,26,M,1,H
Summer,1988,Gold,Poland,POL,23,M,1,LM
Summer,1988,Gold,Poland,POL,25,M,1,LM
Summer,1988,Gold,Portugal,POR,30,F,1,UM
Summer,1988,Gold,Romania,ROU,16,F,3,UM
Summer,1988,Gold,Romania,ROU,24,M,1,UM
Summer,1988,Gold,Romania,ROU,25,F,1,UM
Summer,1988,Gold,Romania,ROU,26,F,1,UM
Summer,1988,Gold,Romania,ROU,30,F,1,UM
Summer,1988,Gold,Romania,ROU,32,M,1,UM
Summer,1988,Gold,South Korea,KOR,17,F,3,UM
Summer,1988,Gold,South Korea,KOR,18,F,3,UM
Summer,1988,Gold,South Korea,KOR,18,M,1,UM
Summer,1988,Gold,South Korea,KOR,19,F,1,UM
Summer,1988,Gold,South Korea,KOR,20,F,2,UM
Summer,1988,Gold,South Korea,KOR,20,M,1,UM
Summer,1988,Gold,South Korea,KOR,21,F,1,UM
Summer,1988,Gold,South Korea,KOR,22,F,3,UM
Summer,1988,Gold,South Korea,KOR,22,M,2,UM
Summer,1988,Gold,South Korea,KOR,23,F,2,UM
Summer,1988,Gold,South Korea,KOR,23,M,2,UM
Summer,1988,Gold,South Korea,KOR,24,F,2,UM
Summer,1988,Gold,South Korea,KOR,24,M,1,UM
Summer,1988,Gold,South Korea,KOR,25,M,1,UM
Summer,1988,Gold,South Korea,KOR,26,F,1,UM
Summer,1988,Gold,South Korea,KOR,28,M,1,UM
Summer,1988,Gold,South Korea,KOR,31,M,1,UM
Summer,1988,Gold,Spain,ESP,31,M,1,H
Summer,1988,Gold,Suriname,SUR,20,M,1,UM
Summer,1988,Gold,Turkey,TUR,21,M,1,LM
Summer,1988,Gold,United States,USA,17,F,3,H
Summer,1988,Gold,United States,USA,19,M,4,H
Summer,1988,Gold,United States,USA,20,F,1,H
Summer,1988,Gold,United States,USA,20,M,3,H
Summer,1988,Gold,United States,USA,21,F,1,H
Summer,1988,Gold,United States,USA,21,M,7,H
Summer,1988,Gold,United States,USA,22,F,3,H
Summer,1988,Gold,United States,USA,22,M,9,H
Summer,1988,Gold,United States,USA,23,F,4,H
Summer,1988,Gold,United States,USA,23,M,8,H
Summer,1988,Gold,United States,USA,24,F,4,H
Summer,1988,Gold,United States,USA,24,M,5,H
Summer,1988,Gold,United States,USA,25,F,1,H
Summer,1988,Gold,United States,USA,25,M,3,H
Summer,1988,Gold,United States,USA,26,F,4,H
Summer,1988,Gold,United States,USA,26,M,6,H
Summer,1988,Gold,United States,USA,27,F,1,H
Summer,1988,Gold,United States,USA,27,M,5,H
Summer,1988,Gold,United States,USA,28,F,4,H
Summer,1988,Gold,United States,USA,28,M,5,H
Summer,1988,Gold,United States,USA,29,M,2,H
Summer,1988,Gold,United States,USA,30,F,1,H
Summer,1988,Gold,United States,USA,30,M,1,H
Summer,1988,Gold,United States,USA,31,F,1,H
Summer,1988,Gold,United States,USA,32,F,1,H
Summer,1988,N,Algeria,ALG,18,F,1,UM
Summer,1988,N,Algeria,ALG,19,M,3,UM
Summer,1988,N,Algeria,ALG,20,F,2,UM
Summer,1988,N,Algeria,ALG,21,M,5,UM
Summer,1988,N,Algeria,ALG,22,M,2,UM
Summer,1988,N,Algeria,ALG,23,M,7,UM
Summer,1988,N,Algeria,ALG,24,M,3,UM
Summer,1988,N,Algeria,ALG,25,M,6,UM
Summer,1988,N,Algeria,ALG,26,M,2,UM
Summer,1988,N,Algeria,ALG,27,M,5,UM
Summer,1988,N,Algeria,ALG,28,M,3,UM
Summer,1988,N,Algeria,ALG,29,M,2,UM
Summer,1988,N,Algeria,ALG,31,M,1,UM
Summer,1988,N,Algeria,ALG,32,M,1,UM
Summer,1988,N,Algeria,ALG,34,M,1,UM
Summer,1988,N,Algeria,ALG,35,M,1,UM
Summer,1988,N,American Samoa,ASA,22,M,2,H
Summer,1988,N,American Samoa,ASA,24,M,1,H
Summer,1988,N,American Samoa,ASA,28,M,1,H
Summer,1988,N,American Samoa,ASA,29,M,1,H
Summer,1988,N,American Samoa,ASA,37,M,1,H
Summer,1988,N,Andorra,AND,20,M,1,
Summer,1988,N,Andorra,AND,21,M,1,
Summer,1988,N,Andorra,AND,24,M,2,
Summer,1988,N,Angola,ANG,13,F,1,LM
Summer,1988,N,Angola,ANG,14,F,6,LM
Summer,1988,N,Angola,ANG,16,F,2,LM
Summer,1988,N,Angola,ANG,16,M,2,LM
Summer,1988,N,Angola,ANG,17,M,4,LM
Summer,1988,N,Angola,ANG,18,F,2,LM
Summer,1988,N,Angola,ANG,20,M,1,LM
Summer,1988,N,Angola,ANG,21,M,1,LM
Summer,1988,N,Angola,ANG,22,M,3,LM
Summer,1988,N,Angola,ANG,23,M,2,LM
Summer,1988,N,Angola,ANG,24,M,3,LM
Summer,1988,N,Angola,ANG,25,M,2,LM
Summer,1988,N,Angola,ANG,28,M,2,LM
Summer,1988,N,Angola,ANG,30,M,1,LM
Summer,1988,N,Angola,ANG,37,M,1,LM
Summer,1988,N,Antigua and Barbuda,ANT,16,M,1,UM
Summer,1988,N,Antigua and Barbuda,ANT,17,F,1,UM
Summer,1988,N,Antigua and Barbuda,ANT,20,M,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,21,M,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,22,M,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,23,F,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,23,M,3,UM
Summer,1988,N,Antigua and Barbuda,ANT,24,F,1,UM
Summer,1988,N,Antigua and Barbuda,ANT,24,M,4,UM
Summer,1988,N,Antigua and Barbuda,ANT,25,M,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,26,M,2,UM
Summer,1988,N,Antigua and Barbuda,ANT,29,M,3,UM
Summer,1988,N,Argentina,ARG,17,M,1,UM
Summer,1988,N,Argentina,ARG,18,F,2,UM
Summer,1988,N,Argentina,ARG,18,M,2,UM
Summer,1988,N,Argentina,ARG,19,F,2,UM
Summer,1988,N,Argentina,ARG,19,M,4,UM
Summer,1988,N,Argentina,ARG,20,F,3,UM
Summer,1988,N,Argentina,ARG,20,M,8,UM
Summer,1988,N,Argentina,ARG,21,F,2,UM
Summer,1988,N,Argentina,ARG,21,M,6,UM
Summer,1988,N,Argentina,ARG,22,F,6,UM
Summer,1988,N,Argentina,ARG,22,M,7,UM
Summer,1988,N,Argentina,ARG,23,F,1,UM
Summer,1988,N,Argentina,ARG,23,M,14,UM
Summer,1988,N,Argentina,ARG,24,F,1,UM
Summer,1988,N,Argentina,ARG,24,M,4,UM
Summer,1988,N,Argentina,ARG,25,F,2,UM
Summer,1988,N,Argentina,ARG,25,M,10,UM
Summer,1988,N,Argentina,ARG,26,F,6,UM
Summer,1988,N,Argentina,ARG,26,M,7,UM
Summer,1988,N,Argentina,ARG,27,F,1,UM
Summer,1988,N,Argentina,ARG,27,M,5,UM
Summer,1988,N,Argentina,ARG,28,F,3,UM
Summer,1988,N,Argentina,ARG,28,M,7,UM
Summer,1988,N,Argentina,ARG,29,M,3,UM
Summer,1988,N,Argentina,ARG,30,F,1,UM
Summer,1988,N,Argentina,ARG,31,M,1,UM
Summer,1988,N,Argentina,ARG,32,M,1,UM
Summer,1988,N,Argentina,ARG,33,M,1,UM
Summer,1988,N,Argentina,ARG,34,M,2,UM
Summer,1988,N,Argentina,ARG,36,M,1,UM
Summer,1988,N,Argentina,ARG,37,M,1,UM
Summer,1988,N,Argentina,ARG,39,F,1,UM
Summer,1988,N,Argentina,ARG,39,M,1,UM
Summer,1988,N,Argentina,ARG,43,M,2,UM
Summer,1988,N,Argentina,ARG,45,M,1,UM
Summer,1988,N,Argentina,ARG,49,M,1,UM
Summer,1988,N,Aruba,ARU,17,F,2,H
Summer,1988,N,Aruba,ARU,18,F,2,H
Summer,1988,N,Aruba,ARU,24,M,1,H
Summer,1988,N,Aruba,ARU,27,M,1,H
Summer,1988,N,Aruba,ARU,28,F,3,H
Summer,1988,N,Aruba,ARU,31,M,1,H
Summer,1988,N,Aruba,ARU,49,M,2,H
Summer,1988,N,Australia,AUS,16,F,7,H
Summer,1988,N,Australia,AUS,17,F,9,H
Summer,1988,N,Australia,AUS,17,M,3,H
Summer,1988,N,Australia,AUS,18,F,11,H
Summer,1988,N,Australia,AUS,18,M,2,H
Summer,1988,N,Australia,AUS,19,F,6,H
Summer,1988,N,Australia,AUS,19,M,15,H
Summer,1988,N,Australia,AUS,20,F,2,H
Summer,1988,N,Australia,AUS,20,M,15,H
Summer,1988,N,Australia,AUS,21,F,5,H
Summer,1988,N,Australia,AUS,21,M,14,H
Summer,1988,N,Australia,AUS,22,F,5,H
Summer,1988,N,Australia,AUS,22,M,15,H
Summer,1988,N,Australia,AUS,23,F,11,H
Summer,1988,N,Australia,AUS,23,M,24,H
Summer,1988,N,Australia,AUS,24,F,7,H
Summer,1988,N,Australia,AUS,24,M,12,H
Summer,1988,N,Australia,AUS,25,F,5,H
Summer,1988,N,Australia,AUS,25,M,23,H
Summer,1988,N,Australia,AUS,26,F,1,H
Summer,1988,N,Australia,AUS,26,M,17,H
Summer,1988,N,Australia,AUS,27,F,2,H
Summer,1988,N,Australia,AUS,27,M,14,H
Summer,1988,N,Australia,AUS,28,F,3,H
Summer,1988,N,Australia,AUS,28,M,12,H
Summer,1988,N,Australia,AUS,29,F,2,H
Summer,1988,N,Australia,AUS,29,M,8,H
Summer,1988,N,Australia,AUS,30,F,1,H
Summer,1988,N,Australia,AUS,30,M,14,H
Summer,1988,N,Australia,AUS,31,F,1,H
Summer,1988,N,Australia,AUS,31,M,3,H
Summer,1988,N,Australia,AUS,32,M,3,H
Summer,1988,N,Australia,AUS,33,F,1,H
Summer,1988,N,Australia,AUS,33,M,4,H
Summer,1988,N,Australia,AUS,34,M,2,H
Summer,1988,N,Australia,AUS,35,F,2,H
Summer,1988,N,Australia,AUS,35,M,2,H
Summer,1988,N,Australia,AUS,36,M,5,H
Summer,1988,N,Australia,AUS,37,M,2,H
Summer,1988,N,Australia,AUS,38,M,1,H
Summer,1988,N,Australia,AUS,39,M,2,H
Summer,1988,N,Australia,AUS,40,M,1,H
Summer,1988,N,Australia,AUS,43,M,3,H
Summer,1988,N,Australia,AUS,44,M,2,H
Summer,1988,N,Australia,AUS,50,M,2,H
Summer,1988,N,Australia,AUS,51,F,2,H
Summer,1988,N,Australia,AUS,54,F,1,H
Summer,1988,N,Austria,AUT,17,F,3,H
Summer,1988,N,Austria,AUT,18,F,1,H
Summer,1988,N,Austria,AUT,18,M,1,H
