Season,Year,Medal,Team,NOC,Age,Sex,Records,Income
Summer,2004,N,Australia,AUS,26,F,7,H
Summer,2004,N,Australia,AUS,26,M,16,H
Summer,2004,N,Australia,AUS,27,F,11,H
Summer,2004,N,Australia,AUS,27,M,11,H
Summer,2004,N,Australia,AUS,28,F,6,H
Summer,2004,N,Australia,AUS,28,M,13,H
Summer,2004,N,Australia,AUS,29,F,4,H
Summer,2004,N,Australia,AUS,29,M,6,H
Summer,2004,N,Australia,AUS,30,F,6,H
Summer,2004,N,Australia,AUS,30,M,7,H
Summer,2004,N,Australia,AUS,31,F,9,H
Summer,2004,N,Australia,AUS,31,M,11,H
Summer,2004,N,Australia,AUS,32,F,5,H
Summer,2004,N,Australia,AUS,32,M,14,H
Summer,2004,N,Australia,AUS,33,F,2,H
Summer,2004,N,Australia,AUS,33,M,7,H
Summer,2004,N,Australia,AUS,34,F,3,H
Summer,2004,N,Australia,AUS,34,M,6,H
Summer,2004,N,Australia,AUS,35,F,1,H
Summer,2004,N,Australia,AUS,35,M,3,H
Summer,2004,N,Australia,AUS,36,F,1,H
Summer,2004,N,Australia,AUS,36,M,1,H
Summer,2004,N,Australia,AUS,37,F,2,H
Summer,2004,N,Australia,AUS,37,M,1,H
Summer,2004,N,Australia,AUS,38,F,1,H
Summer,2004,N,Australia,AUS,39,M,3,H
Summer,2004,N,Australia,AUS,40,F,2,H
Summer,2004,N,Australia,AUS,40,M,3,H
Summer,2004,N,Australia,AUS,41,M,1,H
Summer,2004,N,Australia,AUS,42,F,1,H
Summer,2004,N,Australia,AUS,42,M,1,H
Summer,2004,N,Australia,AUS,43,F,1,H
Summer,2004,N,Australia,AUS,44,M,2,H
Summer,2004,N,Australia,AUS,45,F,1,H
Summer,2004,N,Australia,AUS,45,M,2,H
Summer,2004,N,Australia,AUS,49,F,2,H
Summer,2004,N,Australia,AUS,50,M,2,H
Summer,2004,N,Australia,AUS,56,F,1,H
Summer,2004,N,Australia-1,AUS,22,M,1,H
Summer,2004,N,Australia-1,AUS,23,F,1,H
Summer,2004,N,Australia-1,AUS,23,M,1,H
Summer,2004,N,Australia-1,AUS,27,M,1,H
Summer,2004,N,Australia-1,AUS,28,F,1,H
Summer,2004,N,Australia-1,AUS,29,F,1,H
Summer,2004,N,Australia-1,AUS,31,M,1,H
Summer,2004,N,Australia-1,AUS,33,F,1,H
Summer,2004,N,Australia-2,AUS,20,F,1,H
Summer,2004,N,Australia-2,AUS,25,M,2,H
Summer,2004,N,Australia-2,AUS,26,F,1,H
Summer,2004,N,Australia-2,AUS,30,M,1,H
Summer,2004,N,Australia-2,AUS,31,F,1,H
Summer,2004,N,Australia-2,AUS,32,M,1,H
Summer,2004,N,Australia-2,AUS,39,F,1,H
Summer,2004,N,Austria,AUT,18,F,4,H
Summer,2004,N,Austria,AUT,19,F,1,H
Summer,2004,N,Austria,AUT,19,M,2,H
Summer,2004,N,Austria,AUT,20,M,1,H
Summer,2004,N,Austria,AUT,21,M,2,H
Summer,2004,N,Austria,AUT,22,F,2,H
Summer,2004,N,Austria,AUT,22,M,1,H
Summer,2004,N,Austria,AUT,23,F,1,H
Summer,2004,N,Austria,AUT,23,M,6,H
Summer,2004,N,Austria,AUT,24,F,2,H
Summer,2004,N,Austria,AUT,24,M,3,H
Summer,2004,N,Austria,AUT,25,F,1,H
Summer,2004,N,Austria,AUT,25,M,2,H
Summer,2004,N,Austria,AUT,26,F,3,H
Summer,2004,N,Austria,AUT,26,M,5,H
Summer,2004,N,Austria,AUT,27,F,1,H
Summer,2004,N,Austria,AUT,27,M,1,H
Summer,2004,N,Austria,AUT,28,M,4,H
Summer,2004,N,Austria,AUT,29,F,4,H
Summer,2004,N,Austria,AUT,29,M,2,H
Summer,2004,N,Austria,AUT,31,F,1,H
Summer,2004,N,Austria,AUT,31,M,6,H
Summer,2004,N,Austria,AUT,32,M,3,H
Summer,2004,N,Austria,AUT,33,F,2,H
Summer,2004,N,Austria,AUT,33,M,3,H
Summer,2004,N,Austria,AUT,34,F,2,H
Summer,2004,N,Austria,AUT,34,M,2,H
Summer,2004,N,Austria,AUT,35,M,2,H
Summer,2004,N,Austria,AUT,37,M,2,H
Summer,2004,N,Austria,AUT,38,M,5,H
Summer,2004,N,Austria,AUT,39,M,1,H
Summer,2004,N,Austria,AUT,40,M,1,H
Summer,2004,N,Austria,AUT,42,M,2,H
Summer,2004,N,Austria-1,AUT,23,M,1,H
Summer,2004,N,Austria-1,AUT,30,M,1,H
Summer,2004,N,Austria-2,AUT,26,M,1,H
Summer,2004,N,Austria-2,AUT,30,M,1,H
Summer,2004,N,Azerbaijan,AZE,16,F,1,LM
Summer,2004,N,Azerbaijan,AZE,17,F,1,LM
Summer,2004,N,Azerbaijan,AZE,19,M,1,LM
Summer,2004,N,Azerbaijan,AZE,21,M,1,LM
Summer,2004,N,Azerbaijan,AZE,22,M,5,LM
Summer,2004,N,Azerbaijan,AZE,23,F,1,LM
Summer,2004,N,Azerbaijan,AZE,23,M,4,LM
Summer,2004,N,Azerbaijan,AZE,24,M,2,LM
Summer,2004,N,Azerbaijan,AZE,25,M,1,LM
Summer,2004,N,Azerbaijan,AZE,27,M,1,LM
Summer,2004,N,Azerbaijan,AZE,28,M,6,LM
Summer,2004,N,Azerbaijan,AZE,29,M,1,LM
Summer,2004,N,Azerbaijan,AZE,30,M,3,LM
Summer,2004,N,Azerbaijan,AZE,33,F,1,LM
Summer,2004,N,Azerbaijan,AZE,33,M,2,LM
Summer,2004,N,Azerbaijan,AZE,46,F,1,LM
Summer,2004,N,Bahrain,BRN,14,F,1,H
Summer,2004,N,Bahrain,BRN,16,M,1,H
Summer,2004,N,Bahrain,BRN,20,M,1,H
Summer,2004,N,Bahrain,BRN,21,F,1,H
Summer,2004,N,Bahrain,BRN,21,M,1,H
Summer,2004,N,Bahrain,BRN,23,F,1,H
Summer,2004,N,Bahrain,BRN,24,M,1,H
Summer,2004,N,Bahrain,BRN,28,M,1,H
Summer,2004,N,Bahrain,BRN,29,M,1,H
Summer,2004,N,Bahrain,BRN,30,M,1,H
Summer,2004,N,Bangladesh,BAN,18,F,1,L
Summer,2004,N,Bangladesh,BAN,18,M,1,L
Summer,2004,N,Bangladesh,BAN,20,M,1,L
Summer,2004,N,Bangladesh,BAN,21,M,1,L
Summer,2004,N,Barbados,BAR,17,M,4,UM
Summer,2004,N,Barbados,BAR,19,M,1,UM
Summer,2004,N,Barbados,BAR,21,M,2,UM
Summer,2004,N,Barbados,BAR,23,M,1,UM
Summer,2004,N,Barbados,BAR,25,M,2,UM
Summer,2004,N,Barbados,BAR,26,M,1,UM
Summer,2004,N,Barbados,BAR,27,M,1,UM
Summer,2004,N,Barbados,BAR,28,F,1,UM
Summer,2004,N,Barbados,BAR,28,M,1,UM
Summer,2004,N,Barbados,BAR,37,M,1,UM
Summer,2004,N,Belarus,BLR,15,F,1,LM
Summer,2004,N,Belarus,BLR,16,F,2,LM
Summer,2004,N,Belarus,BLR,17,F,2,LM
Summer,2004,N,Belarus,BLR,18,F,1,LM
Summer,2004,N,Belarus,BLR,19,F,13,LM
Summer,2004,N,Belarus,BLR,19,M,2,LM
Summer,2004,N,Belarus,BLR,20,F,4,LM
Summer,2004,N,Belarus,BLR,20,M,10,LM
Summer,2004,N,Belarus,BLR,21,F,4,LM
Summer,2004,N,Belarus,BLR,22,F,7,LM
Summer,2004,N,Belarus,BLR,22,M,6,LM
Summer,2004,N,Belarus,BLR,23,F,8,LM
Summer,2004,N,Belarus,BLR,23,M,14,LM
Summer,2004,N,Belarus,BLR,24,F,3,LM
Summer,2004,N,Belarus,BLR,24,M,8,LM
Summer,2004,N,Belarus,BLR,25,F,7,LM
Summer,2004,N,Belarus,BLR,25,M,8,LM
Summer,2004,N,Belarus,BLR,26,F,8,LM
Summer,2004,N,Belarus,BLR,26,M,6,LM
Summer,2004,N,Belarus,BLR,27,F,1,LM
Summer,2004,N,Belarus,BLR,27,M,8,LM
Summer,2004,N,Belarus,BLR,28,F,4,LM
Summer,2004,N,Belarus,BLR,28,M,10,LM
Summer,2004,N,Belarus,BLR,29,F,1,LM
Summer,2004,N,Belarus,BLR,29,M,8,LM
Summer,2004,N,Belarus,BLR,30,F,2,LM
Summer,2004,N,Belarus,BLR,30,M,1,LM
Summer,2004,N,Belarus,BLR,31,F,6,LM
Summer,2004,N,Belarus,BLR,32,M,4,LM
Summer,2004,N,Belarus,BLR,33,F,2,LM
Summer,2004,N,Belarus,BLR,33,M,3,LM
Summer,2004,N,Belarus,BLR,34,M,1,LM
Summer,2004,N,Belarus,BLR,35,M,1,LM
Summer,2004,N,Belarus,BLR,36,F,1,LM
Summer,2004,N,Belarus,BLR,36,M,1,LM
Summer,2004,N,Belarus,BLR,37,F,1,LM
Summer,2004,N,Belarus,BLR,37,M,2,LM
Summer,2004,N,Belarus,BLR,38,F,1,LM
Summer,2004,N,Belarus,BLR,40,M,1,LM
Summer,2004,N,Belarus,BLR,41,M,3,LM
Summer,2004,N,Belarus,BLR,43,F,1,LM
Summer,2004,N,Belgium,BEL,16,F,5,H
Summer,2004,N,Belgium,BEL,20,F,1,H
Summer,2004,N,Belgium,BEL,21,F,2,H
Summer,2004,N,Belgium,BEL,21,M,1,H
Summer,2004,N,Belgium,BEL,22,M,3,H
Summer,2004,N,Belgium,BEL,23,F,1,H
Summer,2004,N,Belgium,BEL,23,M,2,H
Summer,2004,N,Belgium,BEL,24,F,1,H
Summer,2004,N,Belgium,BEL,24,M,7,H
Summer,2004,N,Belgium,BEL,25,M,2,H
Summer,2004,N,Belgium,BEL,26,F,4,H
Summer,2004,N,Belgium,BEL,27,F,2,H
Summer,2004,N,Belgium,BEL,28,M,5,H
Summer,2004,N,Belgium,BEL,29,M,3,H
Summer,2004,N,Belgium,BEL,30,F,1,H
Summer,2004,N,Belgium,BEL,30,M,1,H
Summer,2004,N,Belgium,BEL,31,F,2,H
Summer,2004,N,Belgium,BEL,31,M,2,H
Summer,2004,N,Belgium,BEL,32,M,1,H
Summer,2004,N,Belgium,BEL,33,F,3,H
Summer,2004,N,Belgium,BEL,33,M,1,H
Summer,2004,N,Belgium,BEL,34,F,1,H
Summer,2004,N,Belgium,BEL,34,M,3,H
Summer,2004,N,Belgium,BEL,35,M,2,H
Summer,2004,N,Belgium,BEL,36,F,1,H
Summer,2004,N,Belgium,BEL,40,M,2,H
Summer,2004,N,Belgium,BEL,41,M,4,H
Summer,2004,N,Belgium,BEL,43,M,2,H
Summer,2004,N,Belgium,BEL,47,M,2,H
Summer,2004,N,Belize,BIZ,23,F,1,UM
Summer,2004,N,Belize,BIZ,24,M,1,UM
Summer,2004,N,Benin,BEN,17,F,1,L
Summer,2004,N,Benin,BEN,22,M,1,L
Summer,2004,N,Benin,BEN,24,M,1,L
Summer,2004,N,Benin,BEN,28,F,1,L
Summer,2004,N,Bermuda,BER,20,F,1,H
Summer,2004,N,Bermuda,BER,21,F,1,H
Summer,2004,N,Bermuda,BER,21,M,1,H
Summer,2004,N,Bermuda,BER,28,M,2,H
Summer,2004,N,Bermuda,BER,33,F,2,H
Summer,2004,N,Bermuda,BER,39,M,1,H
Summer,2004,N,Bermuda,BER,44,F,1,H
Summer,2004,N,Bermuda,BER,46,M,1,H
Summer,2004,N,Bhutan,BHU,25,F,1,L
Summer,2004,N,Bhutan,BHU,26,M,1,L
Summer,2004,N,Bolivia,BOL,15,F,5,LM
Summer,2004,N,Bolivia,BOL,22,M,1,LM
Summer,2004,N,Bolivia,BOL,23,M,2,LM
Summer,2004,N,Bolivia,BOL,24,M,1,LM
Summer,2004,N,Bolivia,BOL,28,F,1,LM
Summer,2004,N,Bolivia,BOL,30,F,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,19,F,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,20,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,22,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,24,F,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,24,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,27,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,28,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,32,M,1,LM
Summer,2004,N,Bosnia and Herzegovina,BIH,36,M,3,LM
Summer,2004,N,Botswana,BOT,20,M,1,UM
Summer,2004,N,Botswana,BOT,21,F,1,UM
Summer,2004,N,Botswana,BOT,21,M,1,UM
Summer,2004,N,Botswana,BOT,24,M,4,UM
Summer,2004,N,Botswana,BOT,25,M,2,UM
Summer,2004,N,Botswana,BOT,26,M,1,UM
Summer,2004,N,Botswana,BOT,27,M,1,UM
Summer,2004,N,Botswana,BOT,32,M,1,UM
Summer,2004,N,Brazil,BRA,15,F,7,LM
Summer,2004,N,Brazil,BRA,16,F,8,LM
Summer,2004,N,Brazil,BRA,17,F,8,LM
Summer,2004,N,Brazil,BRA,17,M,1,LM
Summer,2004,N,Brazil,BRA,18,F,2,LM
Summer,2004,N,Brazil,BRA,18,M,2,LM
Summer,2004,N,Brazil,BRA,19,F,12,LM
Summer,2004,N,Brazil,BRA,19,M,4,LM
Summer,2004,N,Brazil,BRA,20,F,5,LM
Summer,2004,N,Brazil,BRA,20,M,2,LM
Summer,2004,N,Brazil,BRA,21,F,16,LM
Summer,2004,N,Brazil,BRA,21,M,5,LM
Summer,2004,N,Brazil,BRA,22,F,7,LM
Summer,2004,N,Brazil,BRA,22,M,16,LM
Summer,2004,N,Brazil,BRA,23,F,12,LM
Summer,2004,N,Brazil,BRA,23,M,11,LM
Summer,2004,N,Brazil,BRA,24,F,8,LM
Summer,2004,N,Brazil,BRA,24,M,11,LM
Summer,2004,N,Brazil,BRA,25,F,14,LM
Summer,2004,N,Brazil,BRA,25,M,18,LM
Summer,2004,N,Brazil,BRA,26,F,3,LM
Summer,2004,N,Brazil,BRA,26,M,7,LM
Summer,2004,N,Brazil,BRA,27,F,5,LM
Summer,2004,N,Brazil,BRA,27,M,10,LM
Summer,2004,N,Brazil,BRA,28,F,6,LM
Summer,2004,N,Brazil,BRA,28,M,3,LM
Summer,2004,N,Brazil,BRA,29,F,2,LM
Summer,2004,N,Brazil,BRA,29,M,8,LM
Summer,2004,N,Brazil,BRA,30,F,6,LM
Summer,2004,N,Brazil,BRA,30,M,6,LM
Summer,2004,N,Brazil,BRA,31,F,2,LM
Summer,2004,N,Brazil,BRA,31,M,12,LM
Summer,2004,N,Brazil,BRA,32,F,4,LM
Summer,2004,N,Brazil,BRA,32,M,4,LM
Summer,2004,N,Brazil,BRA,33,F,5,LM
Summer,2004,N,Brazil,BRA,34,F,4,LM
Summer,2004,N,Brazil,BRA,34,M,5,LM
Summer,2004,N,Brazil,BRA,35,F,2,LM
Summer,2004,N,Brazil,BRA,35,M,5,LM
Summer,2004,N,Brazil,BRA,36,F,1,LM
Summer,2004,N,Brazil,BRA,36,M,1,LM
Summer,2004,N,Brazil,BRA,37,M,2,LM
Summer,2004,N,Brazil,BRA,38,M,1,LM
Summer,2004,N,Brazil,BRA,42,M,1,LM
Summer,2004,N,Brazil-2,BRA,30,M,1,LM
Summer,2004,N,Brazil-2,BRA,31,F,1,LM
Summer,2004,N,Brazil-2,BRA,32,F,1,LM
Summer,2004,N,Brazil-2,BRA,32,M,1,LM
Summer,2004,N,British Virgin Islands,IVB,27,M,1,
Summer,2004,N,Bulgaria,BUL,17,F,2,LM
Summer,2004,N,Bulgaria,BUL,17,M,1,LM
Summer,2004,N,Bulgaria,BUL,19,F,1,LM
Summer,2004,N,Bulgaria,BUL,19,M,4,LM
Summer,2004,N,Bulgaria,BUL,20,F,5,LM
Summer,2004,N,Bulgaria,BUL,20,M,3,LM
Summer,2004,N,Bulgaria,BUL,21,F,7,LM
Summer,2004,N,Bulgaria,BUL,21,M,1,LM
Summer,2004,N,Bulgaria,BUL,22,F,4,LM
Summer,2004,N,Bulgaria,BUL,22,M,12,LM
Summer,2004,N,Bulgaria,BUL,23,F,3,LM
Summer,2004,N,Bulgaria,BUL,23,M,3,LM
Summer,2004,N,Bulgaria,BUL,24,F,1,LM
Summer,2004,N,Bulgaria,BUL,24,M,9,LM
Summer,2004,N,Bulgaria,BUL,25,M,1,LM
Summer,2004,N,Bulgaria,BUL,26,F,2,LM
Summer,2004,N,Bulgaria,BUL,26,M,3,LM
Summer,2004,N,Bulgaria,BUL,27,F,1,LM
Summer,2004,N,Bulgaria,BUL,27,M,4,LM
Summer,2004,N,Bulgaria,BUL,28,F,3,LM
Summer,2004,N,Bulgaria,BUL,28,M,5,LM
Summer,2004,N,Bulgaria,BUL,29,F,2,LM
Summer,2004,N,Bulgaria,BUL,29,M,2,LM
Summer,2004,N,Bulgaria,BUL,30,F,3,LM
Summer,2004,N,Bulgaria,BUL,30,M,2,LM
Summer,2004,N,Bulgaria,BUL,31,M,1,LM
Summer,2004,N,Bulgaria,BUL,32,F,5,LM
Summer,2004,N,Bulgaria,BUL,32,M,1,LM
Summer,2004,N,Bulgaria,BUL,33,F,1,LM
Summer,2004,N,Bulgaria,BUL,34,F,1,LM
Summer,2004,N,Bulgaria,BUL,34,M,3,LM
Summer,2004,N,Bulgaria,BUL,35,F,1,LM
Summer,2004,N,Bulgaria,BUL,36,M,1,LM
Summer,2004,N,Bulgaria,BUL,37,M,1,LM
Summer,2004,N,Bulgaria,BUL,41,M,2,LM
Summer,2004,N,Bulgaria,BUL,42,F,1,LM
Summer,2004,N,Burkina Faso,BUR,25,F,1,L
Summer,2004,N,Burkina Faso,BUR,26,F,1,L
Summer,2004,N,Burkina Faso,BUR,27,M,1,L
Summer,2004,N,Burkina Faso,BUR,29,M,1,L
Summer,2004,N,Burkina Faso,BUR,37,M,1,L
Summer,2004,N,Burundi,BDI,15,F,1,L
Summer,2004,N,Burundi,BDI,20,F,1,L
Summer,2004,N,Burundi,BDI,20,M,1,L
Summer,2004,N,Burundi,BDI,26,M,1,L
Summer,2004,N,Burundi,BDI,30,M,1,L
Summer,2004,N,Burundi,BDI,31,M,1,L
Summer,2004,N,Burundi,BDI,33,M,1,L
Summer,2004,N,Cambodia,CAM,14,F,1,L
Summer,2004,N,Cambodia,CAM,20,M,1,L
Summer,2004,N,Cambodia,CAM,23,F,1,L
Summer,2004,N,Cambodia,CAM,24,M,1,L
Summer,2004,N,Cameroon,CMR,19,F,1,L
Summer,2004,N,Cameroon,CMR,20,M,2,L
Summer,2004,N,Cameroon,CMR,21,M,1,L
Summer,2004,N,Cameroon,CMR,22,F,2,L
Summer,2004,N,Cameroon,CMR,23,M,3,L
Summer,2004,N,Cameroon,CMR,25,F,2,L
Summer,2004,N,Cameroon,CMR,25,M,1,L
Summer,2004,N,Cameroon,CMR,26,F,1,L
Summer,2004,N,Cameroon,CMR,26,M,2,L
Summer,2004,N,Cameroon,CMR,27,F,2,L
Summer,2004,N,Cameroon,CMR,31,M,1,L
Summer,2004,N,Canada,CAN,15,F,3,H
Summer,2004,N,Canada,CAN,16,F,4,H
Summer,2004,N,Canada,CAN,17,F,18,H
Summer,2004,N,Canada,CAN,18,F,1,H
Summer,2004,N,Canada,CAN,19,F,4,H
Summer,2004,N,Canada,CAN,19,M,11,H
Summer,2004,N,Canada,CAN,20,F,16,H
Summer,2004,N,Canada,CAN,20,M,7,H
Summer,2004,N,Canada,CAN,21,F,7,H
Summer,2004,N,Canada,CAN,21,M,9,H
Summer,2004,N,Canada,CAN,22,F,11,H
Summer,2004,N,Canada,CAN,22,M,16,H
Summer,2004,N,Canada,CAN,23,F,8,H
Summer,2004,N,Canada,CAN,23,M,24,H
Summer,2004,N,Canada,CAN,24,F,10,H
Summer,2004,N,Canada,CAN,24,M,24,H
Summer,2004,N,Canada,CAN,25,F,18,H
Summer,2004,N,Canada,CAN,25,M,11,H
Summer,2004,N,Canada,CAN,26,F,16,H
Summer,2004,N,Canada,CAN,26,M,16,H
Summer,2004,N,Canada,CAN,27,F,13,H
Summer,2004,N,Canada,CAN,27,M,9,H
Summer,2004,N,Canada,CAN,28,F,3,H
Summer,2004,N,Canada,CAN,28,M,19,H
Summer,2004,N,Canada,CAN,29,F,7,H
Summer,2004,N,Canada,CAN,29,M,4,H
Summer,2004,N,Canada,CAN,30,F,7,H
Summer,2004,N,Canada,CAN,30,M,7,H
Summer,2004,N,Canada,CAN,31,M,5,H
Summer,2004,N,Canada,CAN,32,F,7,H
Summer,2004,N,Canada,CAN,32,M,3,H
Summer,2004,N,Canada,CAN,33,F,4,H
Summer,2004,N,Canada,CAN,33,M,4,H
Summer,2004,N,Canada,CAN,34,F,2,H
Summer,2004,N,Canada,CAN,34,M,1,H
Summer,2004,N,Canada,CAN,35,F,1,H
Summer,2004,N,Canada,CAN,35,M,2,H
Summer,2004,N,Canada,CAN,36,F,2,H
Summer,2004,N,Canada,CAN,37,F,5,H
Summer,2004,N,Canada,CAN,37,M,3,H
Summer,2004,N,Canada,CAN,38,F,3,H
Summer,2004,N,Canada,CAN,39,M,4,H
Summer,2004,N,Canada,CAN,40,F,2,H
Summer,2004,N,Canada,CAN,41,M,2,H
Summer,2004,N,Canada,CAN,44,M,4,H
Summer,2004,N,Canada,CAN,45,M,2,H
Summer,2004,N,Canada,CAN,48,F,2,H
Summer,2004,N,Canada,CAN,52,F,2,H
Summer,2004,N,Canada,CAN,53,F,2,H
Summer,2004,N,Canada,CAN,57,M,1,H
Summer,2004,N,Canada-1,CAN,23,F,1,H
Summer,2004,N,Canada-1,CAN,25,M,1,H
Summer,2004,N,Canada-1,CAN,44,F,2,H
Summer,2004,N,Canada-2,CAN,23,F,1,H
Summer,2004,N,Canada-2,CAN,26,F,1,H
Summer,2004,N,Canada-2,CAN,30,F,1,H
Summer,2004,N,Canada-2,CAN,31,M,1,H
Summer,2004,N,Cape Verde,CPV,18,F,1,LM
Summer,2004,N,Cape Verde,CPV,26,M,1,LM
Summer,2004,N,Cape Verde,CPV,38,M,1,LM
Summer,2004,N,Cayman Islands,CAY,16,M,1,H
Summer,2004,N,Cayman Islands,CAY,17,F,2,H
Summer,2004,N,Cayman Islands,CAY,18,M,2,H
Summer,2004,N,Cayman Islands,CAY,26,F,1,H
Summer,2004,N,Cayman Islands,CAY,31,M,2,H
Summer,2004,N,Central African Republic,CAF,22,F,1,L
Summer,2004,N,Central African Republic,CAF,22,M,1,L
Summer,2004,N,Central African Republic,CAF,29,F,1,L
Summer,2004,N,Central African Republic,CAF,31,M,1,L
Summer,2004,N,Chad,CHA,27,F,1,L
Summer,2004,N,Chile,CHI,17,M,1,H
Summer,2004,N,Chile,CHI,18,M,1,H
Summer,2004,N,Chile,CHI,19,F,2,H
Summer,2004,N,Chile,CHI,20,F,1,H
Summer,2004,N,Chile,CHI,21,M,1,H
Summer,2004,N,Chile,CHI,22,M,3,H
Summer,2004,N,Chile,CHI,24,M,1,H
Summer,2004,N,Chile,CHI,25,F,1,H
Summer,2004,N,Chile,CHI,26,M,1,H
Summer,2004,N,Chile,CHI,28,F,1,H
Summer,2004,N,Chile,CHI,28,M,3,H
Summer,2004,N,Chile,CHI,29,F,1,H
Summer,2004,N,Chile,CHI,30,M,2,H
Summer,2004,N,Chile,CHI,31,M,1,H
Summer,2004,N,Chile,CHI,33,F,2,H
Summer,2004,N,Chile,CHI,33,M,2,H
Summer,2004,N,Chile,CHI,35,M,1,H
Summer,2004,N,China,CHN,14,F,1,LM
Summer,2004,N,China,CHN,15,M,2,LM
Summer,2004,N,China,CHN,16,F,10,LM
Summer,2004,N,China,CHN,16,M,2,LM
Summer,2004,N,China,CHN,17,F,5,LM
Summer,2004,N,China,CHN,17,M,8,LM
Summer,2004,N,China,CHN,18,F,24,LM
Summer,2004,N,China,CHN,18,M,1,LM
Summer,2004,N,China,CHN,19,F,23,LM
Summer,2004,N,China,CHN,19,M,15,LM
Summer,2004,N,China,CHN,20,F,22,LM
Summer,2004,N,China,CHN,20,M,15,LM
Summer,2004,N,China,CHN,21,F,19,LM
Summer,2004,N,China,CHN,21,M,10,LM
Summer,2004,N,China,CHN,22,F,23,LM
Summer,2004,N,China,CHN,22,M,20,LM
Summer,2004,N,China,CHN,23,F,17,LM
Summer,2004,N,China,CHN,23,M,18,LM
Summer,2004,N,China,CHN,24,F,18,LM
Summer,2004,N,China,CHN,24,M,21,LM
Summer,2004,N,China,CHN,25,F,22,LM
Summer,2004,N,China,CHN,25,M,17,LM
Summer,2004,N,China,CHN,26,F,15,LM
Summer,2004,N,China,CHN,26,M,6,LM
Summer,2004,N,China,CHN,27,F,20,LM
Summer,2004,N,China,CHN,27,M,6,LM
Summer,2004,N,China,CHN,28,F,8,LM
Summer,2004,N,China,CHN,28,M,5,LM
Summer,2004,N,China,CHN,29,F,4,LM
Summer,2004,N,China,CHN,29,M,3,LM
Summer,2004,N,China,CHN,30,F,5,LM
Summer,2004,N,China,CHN,30,M,7,LM
Summer,2004,N,China,CHN,31,F,3,LM
Summer,2004,N,China,CHN,31,M,2,LM
Summer,2004,N,China,CHN,32,F,3,LM
Summer,2004,N,China,CHN,32,M,3,LM
Summer,2004,N,China,CHN,33,F,1,LM
Summer,2004,N,China,CHN,33,M,2,LM
Summer,2004,N,China,CHN,35,M,1,LM
Summer,2004,N,China,CHN,41,F,1,LM
Summer,2004,N,China-1,CHN,20,M,1,LM
Summer,2004,N,China-1,CHN,21,F,1,LM
Summer,2004,N,China-1,CHN,22,F,1,LM
Summer,2004,N,China-1,CHN,22,M,1,LM
Summer,2004,N,China-1,CHN,24,F,1,LM
Summer,2004,N,China-1,CHN,26,M,1,LM
Summer,2004,N,China-2,CHN,19,F,1,LM
Summer,2004,N,China-2,CHN,20,M,2,LM
Summer,2004,N,China-2,CHN,21,F,2,LM
Summer,2004,N,China-2,CHN,22,F,1,LM
Summer,2004,N,China-2,CHN,23,F,2,LM
Summer,2004,N,China-2,CHN,24,M,1,LM
Summer,2004,N,China-2,CHN,28,M,1,LM
Summer,2004,N,Colombia,COL,15,M,1,LM
Summer,2004,N,Colombia,COL,16,F,2,LM
Summer,2004,N,Colombia,COL,17,F,1,LM
Summer,2004,N,Colombia,COL,18,M,1,LM
Summer,2004,N,Colombia,COL,20,F,1,LM
Summer,2004,N,Colombia,COL,20,M,3,LM
Summer,2004,N,Colombia,COL,21,F,1,LM
Summer,2004,N,Colombia,COL,21,M,4,LM
Summer,2004,N,Colombia,COL,22,F,4,LM
Summer,2004,N,Colombia,COL,22,M,2,LM
Summer,2004,N,Colombia,COL,23,F,2,LM
Summer,2004,N,Colombia,COL,23,M,2,LM
Summer,2004,N,Colombia,COL,24,F,2,LM
Summer,2004,N,Colombia,COL,24,M,11,LM
Summer,2004,N,Colombia,COL,25,F,5,LM
Summer,2004,N,Colombia,COL,25,M,3,LM
Summer,2004,N,Colombia,COL,26,M,2,LM
Summer,2004,N,Colombia,COL,27,F,1,LM
Summer,2004,N,Colombia,COL,27,M,1,LM
Summer,2004,N,Colombia,COL,28,F,2,LM
Summer,2004,N,Colombia,COL,28,M,2,LM
Summer,2004,N,Colombia,COL,30,F,1,LM
Summer,2004,N,Colombia,COL,30,M,5,LM
Summer,2004,N,Colombia,COL,31,M,3,LM
Summer,2004,N,Colombia,COL,32,F,1,LM
Summer,2004,N,Colombia,COL,33,M,1,LM
Summer,2004,N,Colombia,COL,35,F,1,LM
Summer,2004,N,Colombia,COL,38,M,1,LM
Summer,2004,N,Colombia,COL,39,F,2,LM
Summer,2004,N,Colombia,COL,41,M,1,LM
Summer,2004,N,Comoros,COM,25,F,1,L
Summer,2004,N,Comoros,COM,25,M,1,L
Summer,2004,N,Comoros,COM,33,M,1,L
Summer,2004,N,Congo (Kinshasa),COD,17,M,2,L
Summer,2004,N,Congo (Kinshasa),COD,21,M,2,L
