Season,Year,Sport,Medal,Age,Sex,Income,Records
Summer,1996,Gymnastics,N,16,F,UM,5
Summer,1996,Gymnastics,N,17,F,H,15
Summer,1996,Gymnastics,N,17,F,L,11
Summer,1996,Gymnastics,N,17,F,LM,34
Summer,1996,Gymnastics,N,17,F,UM,6
Summer,1996,Gymnastics,N,17,M,LM,6
Summer,1996,Gymnastics,N,18,F,H,60
Summer,1996,Gymnastics,N,18,F,LM,11
Summer,1996,Gymnastics,N,18,F,UM,15
Summer,1996,Gymnastics,N,18,M,L,7
Summer,1996,Gymnastics,N,18,M,LM,7
Summer,1996,Gymnastics,N,18,M,UM,7
Summer,1996,Gymnastics,N,19,F,H,15
Summer,1996,Gymnastics,N,19,F,L,6
Summer,1996,Gymnastics,N,19,F,LM,14
Summer,1996,Gymnastics,N,19,M,H,28
Summer,1996,Gymnastics,N,19,M,LM,43
Summer,1996,Gymnastics,N,20,F,H,11
Summer,1996,Gymnastics,N,20,F,LM,5
Summer,1996,Gymnastics,N,20,M,H,31
Summer,1996,Gymnastics,N,20,M,LM,21
Summer,1996,Gymnastics,N,20,M,UM,14
Summer,1996,Gymnastics,N,21,F,H,6
Summer,1996,Gymnastics,N,21,F,LM,10
Summer,1996,Gymnastics,N,21,F,UM,6
Summer,1996,Gymnastics,N,21,M,H,46
Summer,1996,Gymnastics,N,21,M,L,18
Summer,1996,Gymnastics,N,21,M,LM,30
Summer,1996,Gymnastics,N,21,M,UM,7
Summer,1996,Gymnastics,N,22,F,UM,6
Summer,1996,Gymnastics,N,22,M,H,35
Summer,1996,Gymnastics,N,22,M,L,11
Summer,1996,Gymnastics,N,22,M,LM,27
Summer,1996,Gymnastics,N,22,M,UM,7
Summer,1996,Gymnastics,N,23,F,LM,6
Summer,1996,Gymnastics,N,23,F,UM,5
Summer,1996,Gymnastics,N,23,M,H,66
Summer,1996,Gymnastics,N,23,M,L,6
Summer,1996,Gymnastics,N,23,M,LM,42
Summer,1996,Gymnastics,N,23,M,UM,7
Summer,1996,Gymnastics,N,24,M,H,61
Summer,1996,Gymnastics,N,24,M,L,7
Summer,1996,Gymnastics,N,24,M,LM,48
Summer,1996,Gymnastics,N,25,M,H,43
Summer,1996,Gymnastics,N,25,M,LM,23
Summer,1996,Gymnastics,N,25,M,UM,7
Summer,1996,Gymnastics,N,26,M,H,52
Summer,1996,Gymnastics,N,26,M,LM,7
Summer,1996,Gymnastics,N,26,M,UM,6
Summer,1996,Gymnastics,N,27,M,H,23
Summer,1996,Gymnastics,N,27,M,LM,8
Summer,1996,Gymnastics,N,28,M,H,20
Summer,1996,Gymnastics,N,29,M,H,6
Summer,1996,Gymnastics,Silver,14,F,L,1
Summer,1996,Gymnastics,Silver,15,F,LM,1
Summer,1996,Gymnastics,Silver,16,F,LM,3
Summer,1996,Gymnastics,Silver,17,F,L,1
Summer,1996,Gymnastics,Silver,17,F,LM,4
Summer,1996,Gymnastics,Silver,18,F,H,1
Summer,1996,Gymnastics,Silver,18,F,LM,1
Summer,1996,Gymnastics,Silver,18,M,L,1
Summer,1996,Gymnastics,Silver,19,F,LM,1
Summer,1996,Gymnastics,Silver,20,M,LM,2
Summer,1996,Gymnastics,Silver,21,M,L,2
Summer,1996,Gymnastics,Silver,22,M,L,3
Summer,1996,Gymnastics,Silver,23,M,L,1
Summer,1996,Gymnastics,Silver,23,M,LM,1
Summer,1996,Gymnastics,Silver,24,M,H,1
Summer,1996,Gymnastics,Silver,24,M,L,1
Summer,1996,Gymnastics,Silver,24,M,LM,1
Summer,1996,Gymnastics,Silver,25,M,H,1
Summer,1996,Gymnastics,Silver,26,M,UM,1
Summer,1996,Handball,Bronze,20,M,H,1
Summer,1996,Handball,Bronze,22,F,UM,2
Summer,1996,Handball,Bronze,22,M,H,2
Summer,1996,Handball,Bronze,23,M,H,1
Summer,1996,Handball,Bronze,24,M,H,1
Summer,1996,Handball,Bronze,25,M,H,1
Summer,1996,Handball,Bronze,26,F,UM,3
Summer,1996,Handball,Bronze,26,M,H,2
Summer,1996,Handball,Bronze,27,F,UM,1
Summer,1996,Handball,Bronze,27,M,H,4
Summer,1996,Handball,Bronze,28,F,UM,2
Summer,1996,Handball,Bronze,28,M,H,2
Summer,1996,Handball,Bronze,29,F,UM,3
Summer,1996,Handball,Bronze,29,M,H,1
Summer,1996,Handball,Bronze,30,F,UM,2
Summer,1996,Handball,Bronze,30,M,H,1
Summer,1996,Handball,Bronze,31,F,UM,3
Summer,1996,Handball,Gold,19,M,UM,1
Summer,1996,Handball,Gold,21,F,H,1
Summer,1996,Handball,Gold,22,F,H,1
Summer,1996,Handball,Gold,23,F,H,1
Summer,1996,Handball,Gold,24,F,H,4
Summer,1996,Handball,Gold,24,M,UM,3
Summer,1996,Handball,Gold,25,F,H,1
Summer,1996,Handball,Gold,25,M,UM,1
Summer,1996,Handball,Gold,26,F,H,1
Summer,1996,Handball,Gold,26,M,UM,1
Summer,1996,Handball,Gold,27,F,H,3
Summer,1996,Handball,Gold,27,M,UM,1
Summer,1996,Handball,Gold,28,F,H,2
Summer,1996,Handball,Gold,28,M,UM,1
Summer,1996,Handball,Gold,29,M,UM,2
Summer,1996,Handball,Gold,30,M,UM,3
Summer,1996,Handball,Gold,32,F,H,1
Summer,1996,Handball,Gold,33,M,UM,1
Summer,1996,Handball,Gold,34,M,UM,1
Summer,1996,Handball,Gold,35,M,UM,1
Summer,1996,Handball,N,17,F,L,1
Summer,1996,Handball,N,18,F,H,1
Summer,1996,Handball,N,18,F,L,1
Summer,1996,Handball,N,19,F,L,1
Summer,1996,Handball,N,20,F,H,1
Summer,1996,Handball,N,20,F,L,5
Summer,1996,Handball,N,21,F,H,3
Summer,1996,Handball,N,21,F,L,2
Summer,1996,Handball,N,21,M,H,1
Summer,1996,Handball,N,21,M,LM,1
Summer,1996,Handball,N,21,M,UM,2
Summer,1996,Handball,N,22,F,H,3
Summer,1996,Handball,N,22,F,L,2
Summer,1996,Handball,N,22,M,H,2
Summer,1996,Handball,N,22,M,LM,5
Summer,1996,Handball,N,22,M,UM,1
Summer,1996,Handball,N,23,F,H,4
Summer,1996,Handball,N,23,F,L,1
Summer,1996,Handball,N,23,M,H,6
Summer,1996,Handball,N,23,M,LM,5
Summer,1996,Handball,N,24,F,H,3
Summer,1996,Handball,N,24,F,L,3
Summer,1996,Handball,N,24,M,H,5
Summer,1996,Handball,N,24,M,LM,6
Summer,1996,Handball,N,24,M,UM,2
Summer,1996,Handball,N,25,F,H,4
Summer,1996,Handball,N,25,M,H,10
Summer,1996,Handball,N,25,M,LM,6
Summer,1996,Handball,N,25,M,UM,2
Summer,1996,Handball,N,26,F,H,3
Summer,1996,Handball,N,26,F,L,3
Summer,1996,Handball,N,26,M,H,15
Summer,1996,Handball,N,26,M,LM,4
Summer,1996,Handball,N,26,M,UM,2
Summer,1996,Handball,N,27,F,H,6
Summer,1996,Handball,N,27,F,L,1
Summer,1996,Handball,N,27,M,H,6
Summer,1996,Handball,N,27,M,LM,3
Summer,1996,Handball,N,27,M,UM,1
Summer,1996,Handball,N,28,F,H,4
Summer,1996,Handball,N,28,F,L,1
Summer,1996,Handball,N,28,M,H,6
Summer,1996,Handball,N,28,M,LM,3
Summer,1996,Handball,N,28,M,UM,1
Summer,1996,Handball,N,29,F,H,2
Summer,1996,Handball,N,29,F,L,1
Summer,1996,Handball,N,29,M,H,4
Summer,1996,Handball,N,29,M,LM,8
Summer,1996,Handball,N,29,M,UM,1
Summer,1996,Handball,N,30,F,H,2
Summer,1996,Handball,N,30,M,H,8
Summer,1996,Handball,N,30,M,LM,1
Summer,1996,Handball,N,30,M,UM,3
Summer,1996,Handball,N,31,F,H,4
Summer,1996,Handball,N,31,M,H,2
Summer,1996,Handball,N,32,F,H,4
Summer,1996,Handball,N,32,F,L,1
Summer,1996,Handball,N,32,M,H,2
Summer,1996,Handball,N,32,M,LM,2
Summer,1996,Handball,N,32,M,UM,1
Summer,1996,Handball,N,33,F,H,2
Summer,1996,Handball,N,33,M,H,3
Summer,1996,Handball,N,34,F,L,1
Summer,1996,Handball,N,34,M,H,1
Summer,1996,Handball,N,34,M,LM,2
Summer,1996,Handball,N,36,M,H,1
Summer,1996,Handball,N,39,F,L,1
Summer,1996,Handball,Silver,20,F,H,3
Summer,1996,Handball,Silver,21,F,H,4
Summer,1996,Handball,Silver,21,M,H,1
Summer,1996,Handball,Silver,22,F,H,1
Summer,1996,Handball,Silver,23,F,H,3
Summer,1996,Handball,Silver,23,M,H,1
Summer,1996,Handball,Silver,24,F,H,3
Summer,1996,Handball,Silver,25,F,H,2
Summer,1996,Handball,Silver,25,M,H,2
Summer,1996,Handball,Silver,26,M,H,1
Summer,1996,Handball,Silver,28,M,H,1
Summer,1996,Handball,Silver,30,M,H,3
Summer,1996,Handball,Silver,31,M,H,1
Summer,1996,Handball,Silver,32,M,H,3
Summer,1996,Handball,Silver,33,M,H,1
Summer,1996,Handball,Silver,35,M,H,1
Summer,1996,Handball,Silver,36,M,H,1
Summer,1996,Hockey,Bronze,20,M,H,2
Summer,1996,Hockey,Bronze,21,F,H,1
Summer,1996,Hockey,Bronze,22,F,H,3
Summer,1996,Hockey,Bronze,22,M,H,2
Summer,1996,Hockey,Bronze,23,F,H,1
Summer,1996,Hockey,Bronze,24,F,H,4
Summer,1996,Hockey,Bronze,24,M,H,1
Summer,1996,Hockey,Bronze,25,F,H,1
Summer,1996,Hockey,Bronze,25,M,H,2
Summer,1996,Hockey,Bronze,26,F,H,2
Summer,1996,Hockey,Bronze,26,M,H,1
Summer,1996,Hockey,Bronze,27,M,H,3
Summer,1996,Hockey,Bronze,28,F,H,2
Summer,1996,Hockey,Bronze,28,M,H,1
Summer,1996,Hockey,Bronze,29,F,H,1
Summer,1996,Hockey,Bronze,29,M,H,2
Summer,1996,Hockey,Bronze,31,F,H,1
Summer,1996,Hockey,Bronze,32,M,H,1
Summer,1996,Hockey,Bronze,34,M,H,1
Summer,1996,Hockey,Gold,20,M,H,1
Summer,1996,Hockey,Gold,21,M,H,3
Summer,1996,Hockey,Gold,23,F,H,3
Summer,1996,Hockey,Gold,23,M,H,2
Summer,1996,Hockey,Gold,24,F,H,5
Summer,1996,Hockey,Gold,25,F,H,1
Summer,1996,Hockey,Gold,25,M,H,2
Summer,1996,Hockey,Gold,26,F,H,2
Summer,1996,Hockey,Gold,27,F,H,1
Summer,1996,Hockey,Gold,28,M,H,3
Summer,1996,Hockey,Gold,29,F,H,1
Summer,1996,Hockey,Gold,29,M,H,1
Summer,1996,Hockey,Gold,30,M,H,2
Summer,1996,Hockey,Gold,31,F,H,1
Summer,1996,Hockey,Gold,31,M,H,1
Summer,1996,Hockey,Gold,32,M,H,1
Summer,1996,Hockey,Gold,33,F,H,1
Summer,1996,Hockey,Gold,34,F,H,1
Summer,1996,Hockey,N,18,M,L,1
Summer,1996,Hockey,N,19,F,H,1
Summer,1996,Hockey,N,19,F,UM,1
Summer,1996,Hockey,N,19,M,L,1
Summer,1996,Hockey,N,19,M,UM,1
Summer,1996,Hockey,N,20,F,H,3
Summer,1996,Hockey,N,20,F,UM,2
Summer,1996,Hockey,N,20,M,H,4
Summer,1996,Hockey,N,21,F,H,3
Summer,1996,Hockey,N,21,M,H,1
Summer,1996,Hockey,N,21,M,L,2
Summer,1996,Hockey,N,21,M,UM,7
Summer,1996,Hockey,N,22,F,H,3
Summer,1996,Hockey,N,22,F,UM,3
Summer,1996,Hockey,N,22,M,H,5
Summer,1996,Hockey,N,22,M,L,3
Summer,1996,Hockey,N,22,M,UM,3
Summer,1996,Hockey,N,23,F,H,5
Summer,1996,Hockey,N,23,F,UM,3
Summer,1996,Hockey,N,23,M,H,7
Summer,1996,Hockey,N,23,M,L,5
Summer,1996,Hockey,N,23,M,UM,7
Summer,1996,Hockey,N,24,F,H,3
Summer,1996,Hockey,N,24,F,UM,3
Summer,1996,Hockey,N,24,M,H,8
Summer,1996,Hockey,N,24,M,L,3
Summer,1996,Hockey,N,24,M,UM,5
Summer,1996,Hockey,N,25,F,H,8
Summer,1996,Hockey,N,25,F,UM,1
Summer,1996,Hockey,N,25,M,H,9
Summer,1996,Hockey,N,25,M,L,7
Summer,1996,Hockey,N,25,M,UM,4
Summer,1996,Hockey,N,26,F,H,8
Summer,1996,Hockey,N,26,F,UM,2
Summer,1996,Hockey,N,26,M,H,7
Summer,1996,Hockey,N,26,M,L,3
Summer,1996,Hockey,N,26,M,UM,6
Summer,1996,Hockey,N,27,F,H,5
Summer,1996,Hockey,N,27,M,H,7
Summer,1996,Hockey,N,27,M,L,4
Summer,1996,Hockey,N,27,M,UM,4
Summer,1996,Hockey,N,28,F,H,6
Summer,1996,Hockey,N,28,M,H,8
Summer,1996,Hockey,N,28,M,L,2
Summer,1996,Hockey,N,28,M,UM,6
Summer,1996,Hockey,N,29,F,H,9
Summer,1996,Hockey,N,29,M,H,1
Summer,1996,Hockey,N,29,M,UM,1
Summer,1996,Hockey,N,30,F,H,1
Summer,1996,Hockey,N,30,M,H,3
Summer,1996,Hockey,N,30,M,UM,3
Summer,1996,Hockey,N,31,F,H,3
Summer,1996,Hockey,N,31,M,H,1
Summer,1996,Hockey,N,31,M,L,1
Summer,1996,Hockey,N,31,M,UM,1
Summer,1996,Hockey,N,32,F,H,1
Summer,1996,Hockey,N,33,F,H,4
Summer,1996,Hockey,N,33,F,UM,1
Summer,1996,Hockey,N,34,F,H,1
Summer,1996,Hockey,N,34,M,H,2
Summer,1996,Hockey,N,35,M,H,1
Summer,1996,Hockey,Silver,18,M,H,1
Summer,1996,Hockey,Silver,19,F,H,1
Summer,1996,Hockey,Silver,22,F,H,3
Summer,1996,Hockey,Silver,23,F,H,5
Summer,1996,Hockey,Silver,23,M,H,1
Summer,1996,Hockey,Silver,24,F,H,4
Summer,1996,Hockey,Silver,24,M,H,1
Summer,1996,Hockey,Silver,25,F,H,2
Summer,1996,Hockey,Silver,26,M,H,5
Summer,1996,Hockey,Silver,27,M,H,2
Summer,1996,Hockey,Silver,28,F,H,1
Summer,1996,Hockey,Silver,28,M,H,1
Summer,1996,Hockey,Silver,29,M,H,1
Summer,1996,Hockey,Silver,30,M,H,2
Summer,1996,Hockey,Silver,32,M,H,2
Summer,1996,Judo,Bronze,19,F,L,1
Summer,1996,Judo,Bronze,20,F,LM,1
Summer,1996,Judo,Bronze,20,M,H,1
Summer,1996,Judo,Bronze,20,M,L,1
Summer,1996,Judo,Bronze,21,F,H,2
Summer,1996,Judo,Bronze,22,F,H,1
Summer,1996,Judo,Bronze,22,F,LM,1
Summer,1996,Judo,Bronze,22,M,H,1
Summer,1996,Judo,Bronze,23,F,H,2
Summer,1996,Judo,Bronze,23,F,LM,1
Summer,1996,Judo,Bronze,23,M,UM,1
Summer,1996,Judo,Bronze,24,F,H,2
Summer,1996,Judo,Bronze,25,F,H,1
Summer,1996,Judo,Bronze,25,M,H,3
Summer,1996,Judo,Bronze,25,M,LM,1
Summer,1996,Judo,Bronze,26,F,H,1
Summer,1996,Judo,Bronze,26,M,LM,1
Summer,1996,Judo,Bronze,27,M,H,1
Summer,1996,Judo,Bronze,29,M,H,3
Summer,1996,Judo,Bronze,31,F,H,1
Summer,1996,Judo,Bronze,32,M,UM,1
Summer,1996,Judo,Gold,16,F,LM,1
Summer,1996,Judo,Gold,21,M,H,1
Summer,1996,Judo,Gold,22,F,L,1
Summer,1996,Judo,Gold,22,F,LM,1
Summer,1996,Judo,Gold,22,M,H,1
Summer,1996,Judo,Gold,23,F,H,1
Summer,1996,Judo,Gold,23,M,H,1
Summer,1996,Judo,Gold,24,F,H,2
Summer,1996,Judo,Gold,24,M,H,1
Summer,1996,Judo,Gold,26,M,UM,1
Summer,1996,Judo,Gold,27,M,H,1
Summer,1996,Judo,Gold,28,F,H,1
Summer,1996,Judo,Gold,29,M,H,1
Summer,1996,Judo,N,16,F,NA,1
Summer,1996,Judo,N,16,F,UM,1
Summer,1996,Judo,N,17,F,H,2
Summer,1996,Judo,N,17,F,UM,1
Summer,1996,Judo,N,18,F,H,1
Summer,1996,Judo,N,18,M,L,1
Summer,1996,Judo,N,18,M,UM,1
Summer,1996,Judo,N,19,F,H,2
Summer,1996,Judo,N,19,F,LM,1
Summer,1996,Judo,N,19,F,UM,1
Summer,1996,Judo,N,19,M,L,3
Summer,1996,Judo,N,19,M,LM,1
Summer,1996,Judo,N,20,F,H,4
Summer,1996,Judo,N,20,F,L,3
Summer,1996,Judo,N,20,F,LM,2
Summer,1996,Judo,N,20,F,NA,1
Summer,1996,Judo,N,20,F,UM,1
Summer,1996,Judo,N,20,M,H,3
Summer,1996,Judo,N,20,M,L,1
Summer,1996,Judo,N,20,M,LM,6
Summer,1996,Judo,N,20,M,UM,4
Summer,1996,Judo,N,21,F,H,3
Summer,1996,Judo,N,21,F,L,1
Summer,1996,Judo,N,21,F,LM,2
Summer,1996,Judo,N,21,F,NA,1
Summer,1996,Judo,N,21,F,UM,1
Summer,1996,Judo,N,21,M,H,6
Summer,1996,Judo,N,21,M,L,6
Summer,1996,Judo,N,21,M,LM,7
Summer,1996,Judo,N,21,M,UM,4
Summer,1996,Judo,N,22,F,H,6
Summer,1996,Judo,N,22,F,LM,1
Summer,1996,Judo,N,22,F,NA,1
Summer,1996,Judo,N,22,F,UM,1
Summer,1996,Judo,N,22,M,H,7
Summer,1996,Judo,N,22,M,L,1
Summer,1996,Judo,N,22,M,LM,5
Summer,1996,Judo,N,22,M,UM,3
Summer,1996,Judo,N,23,F,H,3
Summer,1996,Judo,N,23,F,L,2
Summer,1996,Judo,N,23,F,LM,4
Summer,1996,Judo,N,23,F,NA,2
Summer,1996,Judo,N,23,F,UM,3
Summer,1996,Judo,N,23,M,H,7
Summer,1996,Judo,N,23,M,L,4
Summer,1996,Judo,N,23,M,LM,5
Summer,1996,Judo,N,23,M,NA,1
Summer,1996,Judo,N,23,M,UM,4
Summer,1996,Judo,N,24,F,H,2
Summer,1996,Judo,N,24,F,L,2
Summer,1996,Judo,N,24,F,LM,5
Summer,1996,Judo,N,24,F,UM,2
Summer,1996,Judo,N,24,M,H,4
Summer,1996,Judo,N,24,M,L,2
Summer,1996,Judo,N,24,M,LM,7
Summer,1996,Judo,N,24,M,NA,2
Summer,1996,Judo,N,24,M,UM,4
Summer,1996,Judo,N,25,F,H,4
Summer,1996,Judo,N,25,F,L,4
Summer,1996,Judo,N,25,F,LM,3
Summer,1996,Judo,N,25,M,H,9
Summer,1996,Judo,N,25,M,LM,8
Summer,1996,Judo,N,25,M,NA,2
Summer,1996,Judo,N,25,M,UM,3
Summer,1996,Judo,N,26,F,H,7
Summer,1996,Judo,N,26,F,L,1
Summer,1996,Judo,N,26,F,LM,4
Summer,1996,Judo,N,26,F,UM,1
Summer,1996,Judo,N,26,M,H,6
Summer,1996,Judo,N,26,M,L,3
Summer,1996,Judo,N,26,M,LM,4
Summer,1996,Judo,N,26,M,NA,1
Summer,1996,Judo,N,26,M,UM,2
Summer,1996,Judo,N,27,F,H,6
Summer,1996,Judo,N,27,F,LM,2
Summer,1996,Judo,N,27,F,UM,2
Summer,1996,Judo,N,27,M,H,6
Summer,1996,Judo,N,27,M,L,1
Summer,1996,Judo,N,27,M,LM,9
Summer,1996,Judo,N,27,M,NA,1
Summer,1996,Judo,N,27,M,UM,3
Summer,1996,Judo,N,28,F,H,6
Summer,1996,Judo,N,28,F,UM,2
Summer,1996,Judo,N,28,M,H,7
Summer,1996,Judo,N,28,M,L,2
Summer,1996,Judo,N,28,M,LM,4
Summer,1996,Judo,N,28,M,NA,1
Summer,1996,Judo,N,28,M,UM,3
Summer,1996,Judo,N,29,F,H,2
Summer,1996,Judo,N,29,F,LM,2
Summer,1996,Judo,N,29,M,H,3
Summer,1996,Judo,N,29,M,L,1
Summer,1996,Judo,N,29,M,LM,3
Summer,1996,Judo,N,29,M,UM,2
Summer,1996,Judo,N,30,F,H,6
Summer,1996,Judo,N,30,F,UM,2
Summer,1996,Judo,N,30,M,L,1
Summer,1996,Judo,N,30,M,LM,2
Summer,1996,Judo,N,30,M,UM,2
Summer,1996,Judo,N,31,F,H,2
Summer,1996,Judo,N,31,M,H,1
Summer,1996,Judo,N,31,M,L,1
Summer,1996,Judo,N,31,M,LM,5
Summer,1996,Judo,N,31,M,UM,1
Summer,1996,Judo,N,32,F,H,1
Summer,1996,Judo,N,32,M,H,2
Summer,1996,Judo,N,32,M,LM,2
Summer,1996,Judo,N,32,M,NA,1
Summer,1996,Judo,N,32,M,UM,1
Summer,1996,Judo,N,33,F,H,1
Summer,1996,Judo,N,33,M,H,1
Summer,1996,Judo,N,34,F,H,2
Summer,1996,Judo,N,34,M,UM,1
Summer,1996,Judo,N,35,M,H,2
Summer,1996,Judo,N,40,M,H,1
Summer,1996,Judo,Silver,20,F,H,1
Summer,1996,Judo,Silver,21,M,H,1
Summer,1996,Judo,Silver,22,F,UM,1
Summer,1996,Judo,Silver,23,F,H,1
Summer,1996,Judo,Silver,23,M,H,2
Summer,1996,Judo,Silver,23,M,LM,1
Summer,1996,Judo,Silver,25,F,H,2
Summer,1996,Judo,Silver,25,M,H,1
Summer,1996,Judo,Silver,27,M,H,1
Summer,1996,Judo,Silver,28,F,LM,1
Summer,1996,Judo,Silver,28,M,H,1
Summer,1996,Judo,Silver,30,F,H,1
Summer,1996,Modern Pentathlon,Bronze,31,M,UM,1
Summer,1996,Modern Pentathlon,Gold,23,M,LM,1
Summer,1996,Modern Pentathlon,N,21,M,LM,1
Summer,1996,Modern Pentathlon,N,21,M,UM,2
Summer,1996,Modern Pentathlon,N,22,M,UM,1
Summer,1996,Modern Pentathlon,N,23,M,H,1
Summer,1996,Modern Pentathlon,N,23,M,LM,2
Summer,1996,Modern Pentathlon,N,24,M,H,1
Summer,1996,Modern Pentathlon,N,24,M,LM,2
Summer,1996,Modern Pentathlon,N,25,M,LM,1
Summer,1996,Modern Pentathlon,N,25,M,UM,1
Summer,1996,Modern Pentathlon,N,26,M,UM,1
Summer,1996,Modern Pentathlon,N,27,M,H,3
Summer,1996,Modern Pentathlon,N,27,M,UM,1
Summer,1996,Modern Pentathlon,N,28,M,LM,1
Summer,1996,Modern Pentathlon,N,29,M,H,1
Summer,1996,Modern Pentathlon,N,30,M,H,1
Summer,1996,Modern Pentathlon,N,31,M,H,1
Summer,1996,Modern Pentathlon,N,32,M,H,1
Summer,1996,Modern Pentathlon,N,32,M,LM,1
Summer,1996,Modern Pentathlon,N,33,M,H,2
Summer,1996,Modern Pentathlon,N,34,M,L,1
Summer,1996,Modern Pentathlon,N,34,M,UM,1
Summer,1996,Modern Pentathlon,N,35,M,H,1
Summer,1996,Modern Pentathlon,N,37,M,LM,1
Summer,1996,Modern Pentathlon,Silver,27,M,LM,1
Summer,1996,Rhythmic Gymnastics,Bronze,15,F,LM,1
Summer,1996,Rhythmic Gymnastics,Bronze,16,F,LM,2
Summer,1996,Rhythmic Gymnastics,Bronze,18,F,LM,1
Summer,1996,Rhythmic Gymnastics,Bronze,19,F,LM,3
Summer,1996,Rhythmic Gymnastics,Gold,15,F,H,2
Summer,1996,Rhythmic Gymnastics,Gold,16,F,H,2
Summer,1996,Rhythmic Gymnastics,Gold,17,F,H,2
Summer,1996,Rhythmic Gymnastics,Gold,18,F,LM,1
Summer,1996,Rhythmic Gymnastics,N,14,F,H,1
Summer,1996,Rhythmic Gymnastics,N,15,F,H,7
Summer,1996,Rhythmic Gymnastics,N,16,F,H,6
Summer,1996,Rhythmic Gymnastics,N,16,F,L,1
Summer,1996,Rhythmic Gymnastics,N,16,F,LM,5
Summer,1996,Rhythmic Gymnastics,N,17,F,H,9
Summer,1996,Rhythmic Gymnastics,N,17,F,L,1
Summer,1996,Rhythmic Gymnastics,N,17,F,LM,2
Summer,1996,Rhythmic Gymnastics,N,17,F,UM,1
Summer,1996,Rhythmic Gymnastics,N,18,F,H,9
Summer,1996,Rhythmic Gymnastics,N,18,F,L,1
Summer,1996,Rhythmic Gymnastics,N,18,F,LM,1
Summer,1996,Rhythmic Gymnastics,N,18,F,UM,2
Summer,1996,Rhythmic Gymnastics,N,19,F,H,5
Summer,1996,Rhythmic Gymnastics,N,19,F,L,3
Summer,1996,Rhythmic Gymnastics,N,19,F,LM,3
Summer,1996,Rhythmic Gymnastics,N,20,F,H,1
Summer,1996,Rhythmic Gymnastics,N,20,F,L,1
Summer,1996,Rhythmic Gymnastics,N,20,F,LM,2
Summer,1996,Rhythmic Gymnastics,N,20,F,UM,1
Summer,1996,Rhythmic Gymnastics,N,21,F,H,2
Summer,1996,Rhythmic Gymnastics,N,21,F,LM,1
Summer,1996,Rhythmic Gymnastics,N,21,F,UM,1
Summer,1996,Rhythmic Gymnastics,N,22,F,LM,1
Summer,1996,Rhythmic Gymnastics,N,23,F,H,1
Summer,1996,Rhythmic Gymnastics,N,23,F,UM,1
Summer,1996,Rhythmic Gymnastics,Silver,16,F,LM,2
Summer,1996,Rhythmic Gymnastics,Silver,18,F,LM,3
Summer,1996,Rhythmic Gymnastics,Silver,19,F,LM,2
Summer,1996,Rowing,Bronze,19,F,LM,2
Summer,1996,Rowing,Bronze,20,M,LM,1
Summer,1996,Rowing,Bronze,21,F,LM,1
Summer,1996,Rowing,Bronze,21,M,LM,1
Summer,1996,Rowing,Bronze,22,M,H,1
Summer,1996,Rowing,Bronze,23,F,H,1
Summer,1996,Rowing,Bronze,23,M,H,3
Summer,1996,Rowing,Bronze,23,M,LM,1
Summer,1996,Rowing,Bronze,24,F,H,1
Summer,1996,Rowing,Bronze,24,F,LM,2
Summer,1996,Rowing,Bronze,24,M,H,2
Summer,1996,Rowing,Bronze,24,M,LM,2
Summer,1996,Rowing,Bronze,25,F,H,2
Summer,1996,Rowing,Bronze,25,M,H,1
Summer,1996,Rowing,Bronze,26,F,LM,1
Summer,1996,Rowing,Bronze,26,M,H,4
Summer,1996,Rowing,Bronze,26,M,LM,2
Summer,1996,Rowing,Bronze,27,F,H,1
Summer,1996,Rowing,Bronze,27,F,LM,1
Summer,1996,Rowing,Bronze,27,M,H,1
Summer,1996,Rowing,Bronze,28,F,H,2
Summer,1996,Rowing,Bronze,28,M,H,2
Summer,1996,Rowing,Bronze,29,F,H,1
Summer,1996,Rowing,Bronze,29,M,H,3
Summer,1996,Rowing,Bronze,30,F,H,1
Summer,1996,Rowing,Bronze,31,F,H,2
Summer,1996,Rowing,Bronze,31,M,LM,1
Summer,1996,Rowing,Bronze,32,M,H,2
Summer,1996,Rowing,Bronze,35,F,LM,1
Summer,1996,Rowing,Bronze,37,F,LM,1
Summer,1996,Rowing,Bronze,46,M,LM,1
Summer,1996,Rowing,Gold,21,F,H,1
Summer,1996,Rowing,Gold,21,F,LM,1
Summer,1996,Rowing,Gold,21,M,H,1
Summer,1996,Rowing,Gold,23,F,H,1
Summer,1996,Rowing,Gold,23,M,H,2
Summer,1996,Rowing,Gold,24,F,H,1
Summer,1996,Rowing,Gold,24,F,LM,1
Summer,1996,Rowing,Gold,24,M,H,2
Summer,1996,Rowing,Gold,25,F,LM,2
Summer,1996,Rowing,Gold,25,M,H,1
Summer,1996,Rowing,Gold,26,F,H,1
Summer,1996,Rowing,Gold,26,M,H,5
Summer,1996,Rowing,Gold,27,F,LM,1
Summer,1996,Rowing,Gold,27,M,H,1
Summer,1996,Rowing,Gold,28,F,H,3
Summer,1996,Rowing,Gold,28,F,LM,2
Summer,1996,Rowing,Gold,28,M,H,4
Summer,1996,Rowing,Gold,29,M,H,5
Summer,1996,Rowing,Gold,30,F,H,1
Summer,1996,Rowing,Gold,30,F,LM,2
Summer,1996,Rowing,Gold,30,M,H,2
Summer,1996,Rowing,Gold,31,F,LM,1
Summer,1996,Rowing,Gold,31,M,H,2
Summer,1996,Rowing,Gold,32,F,LM,1
