Season,Year,Sport,Medal,Age,Sex,Income,Records
Summer,1988,Archery,Bronze,14,F,H,1
Summer,1988,Archery,Bronze,17,F,UM,1
Summer,1988,Archery,Bronze,22,F,H,1
Summer,1988,Archery,Bronze,23,M,H,2
Summer,1988,Archery,Bronze,30,M,NA,1
Summer,1988,Archery,Bronze,33,F,H,1
Summer,1988,Archery,Bronze,33,M,H,1
Summer,1988,Archery,Gold,17,F,UM,3
Summer,1988,Archery,Gold,18,F,UM,1
Summer,1988,Archery,Gold,18,M,UM,1
Summer,1988,Archery,Gold,22,M,UM,1
Summer,1988,Archery,Gold,23,M,UM,1
Summer,1988,Archery,Gold,26,M,H,1
Summer,1988,Archery,N,14,F,H,1
Summer,1988,Archery,N,16,M,H,1
Summer,1988,Archery,N,16,M,L,2
Summer,1988,Archery,N,17,F,H,2
Summer,1988,Archery,N,17,F,L,2
Summer,1988,Archery,N,18,F,H,2
Summer,1988,Archery,N,18,F,LM,2
Summer,1988,Archery,N,18,M,H,2
Summer,1988,Archery,N,19,F,H,4
Summer,1988,Archery,N,19,F,LM,2
Summer,1988,Archery,N,19,F,NA,2
Summer,1988,Archery,N,19,F,UM,1
Summer,1988,Archery,N,19,M,UM,1
Summer,1988,Archery,N,20,F,H,2
Summer,1988,Archery,N,20,F,NA,4
Summer,1988,Archery,N,20,M,H,5
Summer,1988,Archery,N,20,M,LM,1
Summer,1988,Archery,N,21,F,H,3
Summer,1988,Archery,N,21,F,L,2
Summer,1988,Archery,N,21,F,LM,3
Summer,1988,Archery,N,21,M,LM,4
Summer,1988,Archery,N,21,M,UM,1
Summer,1988,Archery,N,22,F,H,3
Summer,1988,Archery,N,22,F,LM,2
Summer,1988,Archery,N,22,M,H,9
Summer,1988,Archery,N,22,M,L,4
Summer,1988,Archery,N,22,M,LM,2
Summer,1988,Archery,N,22,M,UM,1
Summer,1988,Archery,N,23,F,L,3
Summer,1988,Archery,N,23,F,NA,2
Summer,1988,Archery,N,23,M,H,6
Summer,1988,Archery,N,23,M,L,2
Summer,1988,Archery,N,23,M,UM,1
Summer,1988,Archery,N,24,F,H,1
Summer,1988,Archery,N,24,F,L,1
Summer,1988,Archery,N,24,F,LM,2
Summer,1988,Archery,N,24,M,H,4
Summer,1988,Archery,N,24,M,L,1
Summer,1988,Archery,N,24,M,NA,2
Summer,1988,Archery,N,25,F,H,2
Summer,1988,Archery,N,25,M,H,8
Summer,1988,Archery,N,25,M,L,2
Summer,1988,Archery,N,25,M,LM,4
Summer,1988,Archery,N,26,F,L,1
Summer,1988,Archery,N,26,M,H,2
Summer,1988,Archery,N,26,M,LM,1
Summer,1988,Archery,N,26,M,NA,2
Summer,1988,Archery,N,26,M,UM,1
Summer,1988,Archery,N,27,F,H,4
Summer,1988,Archery,N,27,F,NA,2
Summer,1988,Archery,N,27,M,H,6
Summer,1988,Archery,N,27,M,LM,2
Summer,1988,Archery,N,27,M,NA,4
Summer,1988,Archery,N,28,F,LM,3
Summer,1988,Archery,N,28,M,L,2
Summer,1988,Archery,N,30,F,H,1
Summer,1988,Archery,N,30,F,NA,2
Summer,1988,Archery,N,30,F,UM,2
Summer,1988,Archery,N,30,M,H,1
Summer,1988,Archery,N,30,M,NA,3
Summer,1988,Archery,N,31,F,H,2
Summer,1988,Archery,N,31,F,NA,2
Summer,1988,Archery,N,31,M,H,6
Summer,1988,Archery,N,32,F,H,1
Summer,1988,Archery,N,32,M,H,1
Summer,1988,Archery,N,32,M,L,2
Summer,1988,Archery,N,33,F,H,2
Summer,1988,Archery,N,33,M,H,5
Summer,1988,Archery,N,33,M,LM,3
Summer,1988,Archery,N,33,M,UM,1
Summer,1988,Archery,N,34,F,H,1
Summer,1988,Archery,N,34,F,NA,2
Summer,1988,Archery,N,34,M,H,1
Summer,1988,Archery,N,35,F,H,2
Summer,1988,Archery,N,35,M,H,4
Summer,1988,Archery,N,36,F,H,2
Summer,1988,Archery,N,36,F,LM,1
Summer,1988,Archery,N,36,M,H,6
Summer,1988,Archery,N,36,M,NA,2
Summer,1988,Archery,N,37,F,H,2
Summer,1988,Archery,N,37,M,L,4
Summer,1988,Archery,N,37,M,NA,2
Summer,1988,Archery,N,37,M,UM,1
Summer,1988,Archery,N,38,F,LM,1
Summer,1988,Archery,N,38,M,LM,1
Summer,1988,Archery,N,39,F,H,3
Summer,1988,Archery,N,39,M,LM,2
Summer,1988,Archery,N,41,F,H,2
Summer,1988,Archery,N,41,M,H,1
Summer,1988,Archery,N,42,F,H,1
Summer,1988,Archery,N,43,M,NA,2
Summer,1988,Archery,N,44,F,NA,2
Summer,1988,Archery,N,45,M,H,2
Summer,1988,Archery,N,48,M,H,2
Summer,1988,Archery,N,54,M,LM,2
Summer,1988,Archery,Silver,18,F,UM,1
Summer,1988,Archery,Silver,18,M,UM,1
Summer,1988,Archery,Silver,23,F,L,1
Summer,1988,Archery,Silver,24,F,L,1
Summer,1988,Archery,Silver,26,F,L,1
Summer,1988,Archery,Silver,26,M,H,1
Summer,1988,Archery,Silver,31,M,H,1
Summer,1988,Archery,Silver,34,M,H,1
Summer,1988,Athletics,Bronze,16,F,NA,1
Summer,1988,Athletics,Bronze,21,F,NA,1
Summer,1988,Athletics,Bronze,21,M,H,1
Summer,1988,Athletics,Bronze,21,M,L,1
Summer,1988,Athletics,Bronze,21,M,NA,3
Summer,1988,Athletics,Bronze,22,M,H,1
Summer,1988,Athletics,Bronze,23,F,H,1
Summer,1988,Athletics,Bronze,23,F,NA,5
Summer,1988,Athletics,Bronze,23,M,H,3
Summer,1988,Athletics,Bronze,23,M,NA,2
Summer,1988,Athletics,Bronze,24,F,H,1
Summer,1988,Athletics,Bronze,24,M,H,1
Summer,1988,Athletics,Bronze,24,M,LM,1
Summer,1988,Athletics,Bronze,24,M,NA,1
Summer,1988,Athletics,Bronze,25,F,NA,3
Summer,1988,Athletics,Bronze,25,M,H,1
Summer,1988,Athletics,Bronze,25,M,NA,2
Summer,1988,Athletics,Bronze,26,F,NA,4
Summer,1988,Athletics,Bronze,26,M,H,1
Summer,1988,Athletics,Bronze,26,M,NA,1
Summer,1988,Athletics,Bronze,27,F,NA,3
Summer,1988,Athletics,Bronze,27,M,H,2
Summer,1988,Athletics,Bronze,27,M,NA,1
Summer,1988,Athletics,Bronze,28,F,NA,1
Summer,1988,Athletics,Bronze,28,M,H,2
Summer,1988,Athletics,Bronze,28,M,LM,1
Summer,1988,Athletics,Bronze,28,M,NA,1
Summer,1988,Athletics,Bronze,29,F,L,1
Summer,1988,Athletics,Bronze,29,F,NA,2
Summer,1988,Athletics,Bronze,30,F,NA,1
Summer,1988,Athletics,Bronze,31,M,H,1
Summer,1988,Athletics,Bronze,31,M,NA,1
Summer,1988,Athletics,Bronze,32,M,H,1
Summer,1988,Athletics,Bronze,33,M,H,1
Summer,1988,Athletics,Bronze,33,M,NA,1
Summer,1988,Athletics,Bronze,35,M,NA,1
Summer,1988,Athletics,Gold,19,M,H,2
Summer,1988,Athletics,Gold,21,M,H,2
Summer,1988,Athletics,Gold,21,M,L,2
Summer,1988,Athletics,Gold,21,M,LM,1
Summer,1988,Athletics,Gold,22,F,NA,2
Summer,1988,Athletics,Gold,22,M,H,1
Summer,1988,Athletics,Gold,22,M,NA,1
Summer,1988,Athletics,Gold,23,F,H,2
Summer,1988,Athletics,Gold,23,F,NA,1
Summer,1988,Athletics,Gold,23,M,H,1
Summer,1988,Athletics,Gold,23,M,NA,1
Summer,1988,Athletics,Gold,24,M,H,2
Summer,1988,Athletics,Gold,24,M,NA,3
Summer,1988,Athletics,Gold,25,F,NA,2
Summer,1988,Athletics,Gold,25,F,UM,1
Summer,1988,Athletics,Gold,25,M,NA,1
Summer,1988,Athletics,Gold,26,F,H,2
Summer,1988,Athletics,Gold,26,F,NA,2
Summer,1988,Athletics,Gold,26,M,H,1
Summer,1988,Athletics,Gold,26,M,L,1
Summer,1988,Athletics,Gold,26,M,NA,1
Summer,1988,Athletics,Gold,27,F,H,1
Summer,1988,Athletics,Gold,27,F,NA,2
Summer,1988,Athletics,Gold,27,M,H,3
Summer,1988,Athletics,Gold,27,M,L,1
Summer,1988,Athletics,Gold,27,M,NA,1
Summer,1988,Athletics,Gold,28,F,H,4
Summer,1988,Athletics,Gold,28,F,NA,1
Summer,1988,Athletics,Gold,28,M,NA,3
Summer,1988,Athletics,Gold,29,F,NA,1
Summer,1988,Athletics,Gold,29,M,H,2
Summer,1988,Athletics,Gold,30,F,H,1
Summer,1988,Athletics,Gold,30,F,NA,1
Summer,1988,Athletics,Gold,30,F,UM,1
Summer,1988,Athletics,Gold,30,M,NA,1
Summer,1988,Athletics,Gold,31,F,H,1
Summer,1988,Athletics,N,15,F,L,1
Summer,1988,Athletics,N,15,M,NA,1
Summer,1988,Athletics,N,16,F,L,3
Summer,1988,Athletics,N,16,F,UM,2
Summer,1988,Athletics,N,16,M,L,1
Summer,1988,Athletics,N,17,F,NA,1
Summer,1988,Athletics,N,17,F,UM,5
Summer,1988,Athletics,N,17,M,L,2
Summer,1988,Athletics,N,17,M,LM,3
Summer,1988,Athletics,N,17,M,NA,2
Summer,1988,Athletics,N,18,F,H,3
Summer,1988,Athletics,N,18,F,L,7
Summer,1988,Athletics,N,18,F,LM,3
Summer,1988,Athletics,N,18,F,NA,5
Summer,1988,Athletics,N,18,F,UM,2
Summer,1988,Athletics,N,18,M,H,1
Summer,1988,Athletics,N,18,M,L,7
Summer,1988,Athletics,N,18,M,LM,4
Summer,1988,Athletics,N,18,M,NA,4
Summer,1988,Athletics,N,18,M,UM,3
Summer,1988,Athletics,N,19,F,H,2
Summer,1988,Athletics,N,19,F,L,6
Summer,1988,Athletics,N,19,F,LM,11
Summer,1988,Athletics,N,19,F,NA,6
Summer,1988,Athletics,N,19,F,UM,9
Summer,1988,Athletics,N,19,M,H,7
Summer,1988,Athletics,N,19,M,L,15
Summer,1988,Athletics,N,19,M,LM,10
Summer,1988,Athletics,N,19,M,NA,8
Summer,1988,Athletics,N,19,M,UM,9
Summer,1988,Athletics,N,20,F,H,9
Summer,1988,Athletics,N,20,F,L,5
Summer,1988,Athletics,N,20,F,LM,8
Summer,1988,Athletics,N,20,F,NA,5
Summer,1988,Athletics,N,20,F,UM,4
Summer,1988,Athletics,N,20,M,H,17
Summer,1988,Athletics,N,20,M,L,24
Summer,1988,Athletics,N,20,M,LM,14
Summer,1988,Athletics,N,20,M,NA,7
Summer,1988,Athletics,N,20,M,UM,11
Summer,1988,Athletics,N,21,F,H,16
Summer,1988,Athletics,N,21,F,L,9
Summer,1988,Athletics,N,21,F,LM,2
Summer,1988,Athletics,N,21,F,NA,7
Summer,1988,Athletics,N,21,F,UM,2
Summer,1988,Athletics,N,21,M,H,32
Summer,1988,Athletics,N,21,M,L,34
Summer,1988,Athletics,N,21,M,LM,9
Summer,1988,Athletics,N,21,M,NA,7
Summer,1988,Athletics,N,21,M,UM,3
Summer,1988,Athletics,N,22,F,H,24
Summer,1988,Athletics,N,22,F,L,12
Summer,1988,Athletics,N,22,F,LM,8
Summer,1988,Athletics,N,22,F,NA,7
Summer,1988,Athletics,N,22,F,UM,8
Summer,1988,Athletics,N,22,M,H,27
Summer,1988,Athletics,N,22,M,L,18
Summer,1988,Athletics,N,22,M,LM,17
Summer,1988,Athletics,N,22,M,NA,8
Summer,1988,Athletics,N,22,M,UM,13
Summer,1988,Athletics,N,23,F,H,33
Summer,1988,Athletics,N,23,F,L,12
Summer,1988,Athletics,N,23,F,LM,16
Summer,1988,Athletics,N,23,F,NA,10
Summer,1988,Athletics,N,23,F,UM,11
Summer,1988,Athletics,N,23,M,H,37
Summer,1988,Athletics,N,23,M,L,20
Summer,1988,Athletics,N,23,M,LM,14
Summer,1988,Athletics,N,23,M,NA,11
Summer,1988,Athletics,N,23,M,UM,25
Summer,1988,Athletics,N,24,F,H,26
Summer,1988,Athletics,N,24,F,L,11
Summer,1988,Athletics,N,24,F,LM,16
Summer,1988,Athletics,N,24,F,NA,17
Summer,1988,Athletics,N,24,F,UM,3
Summer,1988,Athletics,N,24,M,H,49
Summer,1988,Athletics,N,24,M,L,13
Summer,1988,Athletics,N,24,M,LM,29
Summer,1988,Athletics,N,24,M,NA,16
Summer,1988,Athletics,N,24,M,UM,15
Summer,1988,Athletics,N,25,F,H,26
Summer,1988,Athletics,N,25,F,L,11
Summer,1988,Athletics,N,25,F,LM,6
Summer,1988,Athletics,N,25,F,NA,16
Summer,1988,Athletics,N,25,F,UM,4
Summer,1988,Athletics,N,25,M,H,51
Summer,1988,Athletics,N,25,M,L,23
Summer,1988,Athletics,N,25,M,LM,18
Summer,1988,Athletics,N,25,M,NA,12
Summer,1988,Athletics,N,25,M,UM,11
Summer,1988,Athletics,N,26,F,H,35
Summer,1988,Athletics,N,26,F,L,9
Summer,1988,Athletics,N,26,F,LM,8
Summer,1988,Athletics,N,26,F,NA,6
Summer,1988,Athletics,N,26,F,UM,6
Summer,1988,Athletics,N,26,M,H,42
Summer,1988,Athletics,N,26,M,L,19
Summer,1988,Athletics,N,26,M,LM,17
Summer,1988,Athletics,N,26,M,NA,13
Summer,1988,Athletics,N,26,M,UM,13
Summer,1988,Athletics,N,27,F,H,18
Summer,1988,Athletics,N,27,F,L,3
Summer,1988,Athletics,N,27,F,LM,4
Summer,1988,Athletics,N,27,F,NA,8
Summer,1988,Athletics,N,27,F,UM,1
Summer,1988,Athletics,N,27,M,H,34
Summer,1988,Athletics,N,27,M,L,14
Summer,1988,Athletics,N,27,M,LM,19
Summer,1988,Athletics,N,27,M,NA,12
Summer,1988,Athletics,N,27,M,UM,10
Summer,1988,Athletics,N,28,F,H,24
Summer,1988,Athletics,N,28,F,L,4
Summer,1988,Athletics,N,28,F,LM,5
Summer,1988,Athletics,N,28,F,NA,2
Summer,1988,Athletics,N,28,M,H,34
Summer,1988,Athletics,N,28,M,L,16
Summer,1988,Athletics,N,28,M,LM,11
Summer,1988,Athletics,N,28,M,NA,9
Summer,1988,Athletics,N,28,M,UM,16
Summer,1988,Athletics,N,29,F,H,18
Summer,1988,Athletics,N,29,F,L,2
Summer,1988,Athletics,N,29,F,LM,2
Summer,1988,Athletics,N,29,F,NA,4
Summer,1988,Athletics,N,29,F,UM,1
Summer,1988,Athletics,N,29,M,H,24
Summer,1988,Athletics,N,29,M,L,8
Summer,1988,Athletics,N,29,M,LM,11
Summer,1988,Athletics,N,29,M,NA,11
Summer,1988,Athletics,N,29,M,UM,4
Summer,1988,Athletics,N,30,F,H,6
Summer,1988,Athletics,N,30,F,L,1
Summer,1988,Athletics,N,30,F,LM,5
Summer,1988,Athletics,N,30,F,NA,8
Summer,1988,Athletics,N,30,F,UM,2
Summer,1988,Athletics,N,30,M,H,24
Summer,1988,Athletics,N,30,M,L,6
Summer,1988,Athletics,N,30,M,LM,13
Summer,1988,Athletics,N,30,M,NA,12
Summer,1988,Athletics,N,30,M,UM,7
Summer,1988,Athletics,N,31,F,H,6
Summer,1988,Athletics,N,31,F,LM,1
Summer,1988,Athletics,N,31,F,NA,2
Summer,1988,Athletics,N,31,F,UM,2
Summer,1988,Athletics,N,31,M,H,16
Summer,1988,Athletics,N,31,M,L,6
Summer,1988,Athletics,N,31,M,LM,2
Summer,1988,Athletics,N,31,M,NA,4
Summer,1988,Athletics,N,32,F,H,6
Summer,1988,Athletics,N,32,F,L,2
Summer,1988,Athletics,N,32,F,LM,1
Summer,1988,Athletics,N,32,F,NA,2
Summer,1988,Athletics,N,32,M,H,17
Summer,1988,Athletics,N,32,M,L,1
Summer,1988,Athletics,N,32,M,LM,5
Summer,1988,Athletics,N,32,M,NA,6
Summer,1988,Athletics,N,32,M,UM,2
Summer,1988,Athletics,N,33,F,H,4
Summer,1988,Athletics,N,33,F,LM,4
Summer,1988,Athletics,N,33,F,NA,1
Summer,1988,Athletics,N,33,M,H,10
Summer,1988,Athletics,N,33,M,L,2
Summer,1988,Athletics,N,33,M,LM,2
Summer,1988,Athletics,N,33,M,NA,3
Summer,1988,Athletics,N,33,M,UM,1
Summer,1988,Athletics,N,34,F,H,5
Summer,1988,Athletics,N,34,F,LM,1
Summer,1988,Athletics,N,34,F,NA,3
Summer,1988,Athletics,N,34,M,H,3
Summer,1988,Athletics,N,34,M,L,2
Summer,1988,Athletics,N,34,M,LM,2
Summer,1988,Athletics,N,34,M,NA,1
Summer,1988,Athletics,N,34,M,UM,1
Summer,1988,Athletics,N,35,F,H,3
Summer,1988,Athletics,N,35,M,H,3
Summer,1988,Athletics,N,35,M,L,1
Summer,1988,Athletics,N,36,F,H,1
Summer,1988,Athletics,N,36,F,NA,1
Summer,1988,Athletics,N,36,M,H,9
Summer,1988,Athletics,N,36,M,LM,1
Summer,1988,Athletics,N,36,M,NA,2
Summer,1988,Athletics,N,37,F,H,1
Summer,1988,Athletics,N,37,M,H,5
Summer,1988,Athletics,N,37,M,L,1
Summer,1988,Athletics,N,37,M,LM,3
Summer,1988,Athletics,N,38,F,H,1
Summer,1988,Athletics,N,38,F,NA,1
Summer,1988,Athletics,N,38,F,UM,1
Summer,1988,Athletics,N,38,M,H,2
Summer,1988,Athletics,N,39,M,H,1
Summer,1988,Athletics,N,39,M,LM,1
Summer,1988,Athletics,N,41,M,L,1
Summer,1988,Athletics,N,41,M,NA,1
Summer,1988,Athletics,N,46,F,H,1
Summer,1988,Athletics,N,48,F,H,1
Summer,1988,Athletics,Silver,21,F,NA,1
Summer,1988,Athletics,Silver,21,M,H,4
Summer,1988,Athletics,Silver,21,M,LM,1
Summer,1988,Athletics,Silver,22,F,NA,2
Summer,1988,Athletics,Silver,22,M,H,1
Summer,1988,Athletics,Silver,22,M,LM,1
Summer,1988,Athletics,Silver,22,M,NA,2
Summer,1988,Athletics,Silver,23,F,H,2
Summer,1988,Athletics,Silver,23,F,NA,3
Summer,1988,Athletics,Silver,23,M,NA,1
Summer,1988,Athletics,Silver,24,F,H,2
Summer,1988,Athletics,Silver,24,F,NA,3
Summer,1988,Athletics,Silver,24,M,H,2
Summer,1988,Athletics,Silver,24,M,L,1
Summer,1988,Athletics,Silver,24,M,LM,1
Summer,1988,Athletics,Silver,25,F,UM,1
Summer,1988,Athletics,Silver,25,M,H,1
Summer,1988,Athletics,Silver,25,M,LM,1
Summer,1988,Athletics,Silver,25,M,NA,2
Summer,1988,Athletics,Silver,26,F,H,1
Summer,1988,Athletics,Silver,26,M,H,2
Summer,1988,Athletics,Silver,27,F,H,1
Summer,1988,Athletics,Silver,27,F,LM,1
Summer,1988,Athletics,Silver,27,M,H,1
Summer,1988,Athletics,Silver,27,M,LM,2
Summer,1988,Athletics,Silver,28,F,H,3
Summer,1988,Athletics,Silver,28,M,H,3
Summer,1988,Athletics,Silver,28,M,LM,1
Summer,1988,Athletics,Silver,28,M,NA,1
Summer,1988,Athletics,Silver,29,M,LM,1
Summer,1988,Athletics,Silver,29,M,NA,2
Summer,1988,Athletics,Silver,30,F,NA,2
Summer,1988,Athletics,Silver,30,M,L,1
Summer,1988,Athletics,Silver,31,F,H,1
Summer,1988,Athletics,Silver,31,F,NA,1
Summer,1988,Athletics,Silver,32,F,NA,1
Summer,1988,Athletics,Silver,33,M,NA,1
Summer,1988,Basketball,Bronze,19,F,NA,1
Summer,1988,Basketball,Bronze,20,M,H,4
Summer,1988,Basketball,Bronze,21,M,H,1
Summer,1988,Basketball,Bronze,22,F,NA,1
Summer,1988,Basketball,Bronze,22,M,H,3
Summer,1988,Basketball,Bronze,23,F,NA,4
Summer,1988,Basketball,Bronze,23,M,H,4
Summer,1988,Basketball,Bronze,24,F,NA,3
Summer,1988,Basketball,Bronze,27,F,NA,1
Summer,1988,Basketball,Bronze,28,F,NA,1
Summer,1988,Basketball,Bronze,30,F,NA,1
Summer,1988,Basketball,Gold,20,F,H,1
Summer,1988,Basketball,Gold,21,F,H,1
Summer,1988,Basketball,Gold,22,F,H,3
Summer,1988,Basketball,Gold,23,F,H,2
Summer,1988,Basketball,Gold,23,M,NA,3
Summer,1988,Basketball,Gold,24,F,H,3
Summer,1988,Basketball,Gold,24,M,NA,4
Summer,1988,Basketball,Gold,25,F,H,1
Summer,1988,Basketball,Gold,26,F,H,1
Summer,1988,Basketball,Gold,28,M,NA,1
Summer,1988,Basketball,Gold,29,M,NA,2
Summer,1988,Basketball,Gold,30,M,NA,1
Summer,1988,Basketball,Gold,31,M,NA,1
Summer,1988,Basketball,N,19,F,H,1
Summer,1988,Basketball,N,19,M,H,3
Summer,1988,Basketball,N,19,M,L,1
Summer,1988,Basketball,N,19,M,LM,1
Summer,1988,Basketball,N,20,F,NA,1
Summer,1988,Basketball,N,20,M,H,2
Summer,1988,Basketball,N,20,M,L,1
Summer,1988,Basketball,N,20,M,LM,1
Summer,1988,Basketball,N,20,M,UM,1
Summer,1988,Basketball,N,21,F,H,1
Summer,1988,Basketball,N,21,F,L,2
Summer,1988,Basketball,N,21,F,NA,2
Summer,1988,Basketball,N,21,M,L,2
Summer,1988,Basketball,N,21,M,LM,1
Summer,1988,Basketball,N,22,F,L,2
Summer,1988,Basketball,N,22,F,NA,1
Summer,1988,Basketball,N,22,F,UM,3
Summer,1988,Basketball,N,22,M,H,1
Summer,1988,Basketball,N,22,M,L,1
Summer,1988,Basketball,N,22,M,LM,3
Summer,1988,Basketball,N,22,M,UM,2
Summer,1988,Basketball,N,23,F,H,1
Summer,1988,Basketball,N,23,F,NA,4
Summer,1988,Basketball,N,23,F,UM,2
Summer,1988,Basketball,N,23,M,H,5
Summer,1988,Basketball,N,23,M,LM,4
Summer,1988,Basketball,N,23,M,UM,2
Summer,1988,Basketball,N,24,F,H,2
Summer,1988,Basketball,N,24,F,L,1
Summer,1988,Basketball,N,24,F,NA,1
Summer,1988,Basketball,N,24,F,UM,2
Summer,1988,Basketball,N,24,M,H,1
Summer,1988,Basketball,N,24,M,L,1
Summer,1988,Basketball,N,24,M,LM,3
Summer,1988,Basketball,N,24,M,UM,3
Summer,1988,Basketball,N,25,F,L,3
Summer,1988,Basketball,N,25,F,NA,1
Summer,1988,Basketball,N,25,M,H,1
Summer,1988,Basketball,N,25,M,L,7
Summer,1988,Basketball,N,25,M,LM,2
Summer,1988,Basketball,N,25,M,UM,3
Summer,1988,Basketball,N,26,F,L,1
Summer,1988,Basketball,N,26,F,UM,2
Summer,1988,Basketball,N,26,M,H,6
Summer,1988,Basketball,N,26,M,L,4
Summer,1988,Basketball,N,26,M,LM,1
Summer,1988,Basketball,N,26,M,UM,2
Summer,1988,Basketball,N,27,F,H,1
Summer,1988,Basketball,N,27,F,L,1
Summer,1988,Basketball,N,27,F,NA,1
Summer,1988,Basketball,N,27,M,H,3
Summer,1988,Basketball,N,27,M,LM,1
Summer,1988,Basketball,N,27,M,UM,3
Summer,1988,Basketball,N,28,F,H,2
Summer,1988,Basketball,N,28,F,NA,1
Summer,1988,Basketball,N,28,F,UM,1
Summer,1988,Basketball,N,28,M,H,4
Summer,1988,Basketball,N,28,M,L,2
Summer,1988,Basketball,N,28,M,LM,2
Summer,1988,Basketball,N,28,M,UM,3
Summer,1988,Basketball,N,29,F,H,1
Summer,1988,Basketball,N,29,F,UM,1
Summer,1988,Basketball,N,29,M,H,5
Summer,1988,Basketball,N,29,M,LM,3
Summer,1988,Basketball,N,29,M,UM,1
Summer,1988,Basketball,N,30,F,H,1
Summer,1988,Basketball,N,30,M,H,2
Summer,1988,Basketball,N,30,M,L,2
Summer,1988,Basketball,N,30,M,LM,1
Summer,1988,Basketball,N,30,M,UM,2
Summer,1988,Basketball,N,31,F,H,1
Summer,1988,Basketball,N,31,M,L,2
Summer,1988,Basketball,N,31,M,LM,1
Summer,1988,Basketball,N,31,M,UM,1
Summer,1988,Basketball,N,32,M,L,1
Summer,1988,Basketball,N,32,M,UM,1
Summer,1988,Basketball,N,33,M,H,1
Summer,1988,Basketball,N,34,M,H,1
Summer,1988,Basketball,N,35,F,UM,1
Summer,1988,Basketball,Silver,18,F,NA,2
Summer,1988,Basketball,Silver,19,F,NA,2
Summer,1988,Basketball,Silver,19,M,NA,1
Summer,1988,Basketball,Silver,20,M,NA,2
Summer,1988,Basketball,Silver,21,F,NA,2
Summer,1988,Basketball,Silver,21,M,NA,2
Summer,1988,Basketball,Silver,22,F,NA,1
Summer,1988,Basketball,Silver,22,M,NA,1
Summer,1988,Basketball,Silver,23,F,NA,1
Summer,1988,Basketball,Silver,23,M,NA,2
Summer,1988,Basketball,Silver,24,M,NA,2
Summer,1988,Basketball,Silver,25,F,NA,3
Summer,1988,Basketball,Silver,26,M,NA,1
Summer,1988,Basketball,Silver,28,F,NA,1
Summer,1988,Basketball,Silver,28,M,NA,1
Summer,1988,Boxing,Bronze,19,M,H,1
Summer,1988,Boxing,Bronze,19,M,LM,2
Summer,1988,Boxing,Bronze,19,M,UM,1
Summer,1988,Boxing,Bronze,20,M,H,1
Summer,1988,Boxing,Bronze,20,M,LM,3
Summer,1988,Boxing,Bronze,20,M,NA,1
Summer,1988,Boxing,Bronze,21,M,H,1
Summer,1988,Boxing,Bronze,22,M,H,1
Summer,1988,Boxing,Bronze,23,M,H,1
Summer,1988,Boxing,Bronze,23,M,UM,1
Summer,1988,Boxing,Bronze,24,M,L,2
Summer,1988,Boxing,Bronze,24,M,NA,1
Summer,1988,Boxing,Bronze,25,M,H,1
Summer,1988,Boxing,Bronze,25,M,NA,1
Summer,1988,Boxing,Bronze,26,M,LM,1
Summer,1988,Boxing,Bronze,28,M,NA,1
Summer,1988,Boxing,Bronze,29,M,LM,3
Summer,1988,Boxing,Gold,20,M,H,1
Summer,1988,Boxing,Gold,22,M,H,1
Summer,1988,Boxing,Gold,22,M,L,1
Summer,1988,Boxing,Gold,22,M,NA,1
Summer,1988,Boxing,Gold,22,M,UM,1
Summer,1988,Boxing,Gold,23,M,H,1
Summer,1988,Boxing,Gold,24,M,H,1
Summer,1988,Boxing,Gold,24,M,NA,1
Summer,1988,Boxing,Gold,24,M,UM,1
Summer,1988,Boxing,Gold,27,M,H,1
Summer,1988,Boxing,Gold,31,M,NA,1
Summer,1988,Boxing,N,17,M,L,3
Summer,1988,Boxing,N,17,M,LM,2
Summer,1988,Boxing,N,17,M,UM,2
Summer,1988,Boxing,N,18,M,H,4
Summer,1988,Boxing,N,18,M,L,4
Summer,1988,Boxing,N,18,M,LM,4
Summer,1988,Boxing,N,18,M,NA,3
Summer,1988,Boxing,N,18,M,UM,2
Summer,1988,Boxing,N,19,M,H,3
Summer,1988,Boxing,N,19,M,L,2
Summer,1988,Boxing,N,19,M,LM,9
Summer,1988,Boxing,N,19,M,NA,2
Summer,1988,Boxing,N,19,M,UM,3
Summer,1988,Boxing,N,20,M,H,9
Summer,1988,Boxing,N,20,M,L,10
Summer,1988,Boxing,N,20,M,LM,6
Summer,1988,Boxing,N,20,M,UM,3
Summer,1988,Boxing,N,21,M,H,9
Summer,1988,Boxing,N,21,M,L,9
Summer,1988,Boxing,N,21,M,LM,14
Summer,1988,Boxing,N,21,M,NA,6
Summer,1988,Boxing,N,21,M,UM,8
Summer,1988,Boxing,N,22,M,H,15
Summer,1988,Boxing,N,22,M,L,10
Summer,1988,Boxing,N,22,M,LM,14
Summer,1988,Boxing,N,22,M,NA,3
Summer,1988,Boxing,N,22,M,UM,11
Summer,1988,Boxing,N,23,M,H,8
Summer,1988,Boxing,N,23,M,L,12
Summer,1988,Boxing,N,23,M,LM,14
Summer,1988,Boxing,N,23,M,NA,7
Summer,1988,Boxing,N,23,M,UM,4
Summer,1988,Boxing,N,24,M,H,7
Summer,1988,Boxing,N,24,M,L,6
Summer,1988,Boxing,N,24,M,LM,10
Summer,1988,Boxing,N,24,M,NA,5
Summer,1988,Boxing,N,24,M,UM,5
Summer,1988,Boxing,N,25,M,H,6
Summer,1988,Boxing,N,25,M,L,17
