Year,Age,Sex,Income,Records
2008,26,F,UM,17
2008,26,M,H,55
2008,26,M,L,2
2008,26,M,LM,5
2008,26,M,UM,17
2008,27,F,H,49
2008,27,F,LM,9
2008,27,F,UM,8
2008,27,M,H,53
2008,27,M,L,2
2008,27,M,LM,8
2008,27,M,UM,13
2008,28,F,H,32
2008,28,F,L,1
2008,28,F,LM,7
2008,28,F,UM,10
2008,28,M,H,61
2008,28,M,L,1
2008,28,M,LM,11
2008,28,M,UM,22
2008,29,F,H,28
2008,29,F,LM,7
2008,29,F,UM,5
2008,29,M,H,39
2008,29,M,L,1
2008,29,M,LM,3
2008,29,M,UM,13
2008,30,F,H,28
2008,30,F,LM,5
2008,30,F,UM,10
2008,30,M,H,39
2008,30,M,L,1
2008,30,M,LM,6
2008,30,M,UM,11
2008,31,F,H,16
2008,31,F,UM,7
2008,31,M,H,32
2008,31,M,LM,1
2008,31,M,UM,10
2008,32,F,H,12
2008,32,F,LM,5
2008,32,F,UM,12
2008,32,M,H,37
2008,32,M,LM,1
2008,32,M,UM,7
2008,33,F,H,13
2008,33,F,LM,2
2008,33,F,UM,4
2008,33,M,H,14
2008,33,M,LM,2
2008,33,M,UM,10
2008,34,F,H,10
2008,34,F,UM,1
2008,34,M,H,9
2008,34,M,LM,3
2008,34,M,UM,6
2008,35,F,H,3
2008,35,F,LM,1
2008,35,F,UM,2
2008,35,M,H,11
2008,35,M,LM,1
2008,35,M,UM,7
2008,36,F,H,9
2008,36,F,L,1
2008,36,F,LM,1
2008,36,F,UM,2
2008,36,M,H,8
2008,36,M,LM,2
2008,36,M,UM,2
2008,37,F,H,4
2008,37,F,UM,1
2008,37,M,H,1
2008,37,M,UM,5
2008,38,F,H,6
2008,38,F,UM,2
2008,38,M,H,5
2008,38,M,UM,2
2008,39,F,H,2
2008,39,F,LM,1
2008,39,F,UM,1
2008,39,M,H,4
2008,40,F,H,3
2008,40,M,H,4
2008,40,M,LM,1
2008,41,F,H,3
2008,42,F,H,2
2008,42,M,H,3
2008,43,F,H,1
2008,43,M,UM,1
2008,44,F,H,2
2008,44,F,UM,1
2008,45,F,H,1
2008,45,M,H,4
2008,46,F,H,1
2008,46,M,H,3
2008,46,M,UM,1
2008,47,F,H,1
2008,47,M,H,1
2008,49,M,H,1
2008,55,M,H,1
2008,61,M,H,1
2010,17,F,H,2
2010,18,F,H,2
2010,18,F,UM,2
2010,18,M,H,2
2010,19,F,H,11
2010,19,M,H,5
2010,20,F,H,10
2010,20,M,H,15
2010,20,M,UM,1
2010,21,F,H,12
2010,21,F,UM,2
2010,21,M,H,12
2010,22,F,H,16
2010,22,F,UM,1
2010,22,M,H,14
2010,22,M,UM,1
2010,23,F,H,24
2010,23,F,UM,2
2010,23,M,H,14
2010,23,M,UM,1
2010,24,F,H,12
2010,24,F,UM,5
2010,24,M,H,30
2010,24,M,UM,6
2010,25,F,H,13
2010,25,F,UM,3
2010,25,M,H,24
2010,25,M,UM,1
2010,26,F,H,11
2010,26,F,UM,1
2010,26,M,H,10
2010,26,M,UM,2
2010,27,F,H,9
2010,27,F,UM,2
2010,27,M,H,23
2010,27,M,UM,4
2010,28,F,H,16
2010,28,F,UM,2
2010,28,M,H,10
2010,28,M,UM,1
2010,29,F,H,13
2010,29,F,UM,1
2010,29,M,H,19
2010,29,M,UM,2
2010,30,F,H,14
2010,30,F,UM,2
2010,30,M,H,16
2010,30,M,UM,3
2010,31,F,H,11
2010,31,F,UM,3
2010,31,M,H,13
2010,32,F,H,7
2010,32,M,H,20
2010,33,F,H,6
2010,33,M,H,9
2010,34,F,H,2
2010,34,F,UM,1
2010,34,M,H,7
2010,35,F,H,3
2010,35,M,H,7
2010,35,M,UM,1
2010,36,F,H,1
2010,36,M,H,10
2010,36,M,UM,1
2010,37,F,H,1
2010,37,M,H,1
2010,38,F,H,2
2010,38,M,H,2
2010,39,F,H,1
2010,39,M,H,1
2010,40,M,H,1
2010,41,M,H,1
2010,43,F,H,2
2010,43,M,H,1
2010,46,F,H,1
2012,15,F,H,3
2012,15,F,UM,1
2012,16,F,H,7
2012,16,F,UM,4
2012,17,F,H,20
2012,17,F,UM,2
2012,17,M,H,1
2012,17,M,L,1
2012,17,M,UM,2
2012,18,F,H,12
2012,18,F,UM,5
2012,18,M,H,4
2012,18,M,UM,8
2012,19,F,H,16
2012,19,F,L,2
2012,19,F,LM,1
2012,19,F,UM,11
2012,19,M,H,13
2012,19,M,LM,1
2012,19,M,UM,9
2012,20,F,H,23
2012,20,F,UM,11
2012,20,M,H,22
2012,20,M,L,1
2012,20,M,LM,3
2012,20,M,UM,15
2012,21,F,H,42
2012,21,F,L,1
2012,21,F,LM,2
2012,21,F,UM,9
2012,21,M,H,24
2012,21,M,LM,4
2012,21,M,UM,11
2012,22,F,H,47
2012,22,F,LM,3
2012,22,F,UM,26
2012,22,M,H,44
2012,22,M,L,2
2012,22,M,UM,22
2012,23,F,H,38
2012,23,F,LM,1
2012,23,F,UM,11
2012,23,M,H,88
2012,23,M,L,4
2012,23,M,LM,2
2012,23,M,UM,25
2012,24,F,H,57
2012,24,F,L,2
2012,24,F,LM,5
2012,24,F,UM,22
2012,24,M,H,59
2012,24,M,LM,4
2012,24,M,UM,20
2012,25,F,H,60
2012,25,F,UM,30
2012,25,M,H,55
2012,25,M,L,2
2012,25,M,LM,7
2012,25,M,UM,23
2012,26,F,H,58
2012,26,F,L,1
2012,26,F,LM,2
2012,26,F,UM,23
2012,26,M,H,65
2012,26,M,LM,6
2012,26,M,UM,13
2012,27,F,H,59
2012,27,F,L,2
2012,27,F,LM,2
2012,27,F,UM,8
2012,27,M,H,84
2012,27,M,LM,2
2012,27,M,UM,10
2012,28,F,H,45
2012,28,F,L,4
2012,28,F,UM,10
2012,28,M,H,51
2012,28,M,LM,1
2012,28,M,UM,16
2012,29,F,H,44
2012,29,F,LM,4
2012,29,F,UM,9
2012,29,M,H,49
2012,29,M,LM,3
2012,29,M,UM,11
2012,30,F,H,38
2012,30,F,UM,8
2012,30,M,H,37
2012,30,M,L,4
2012,30,M,LM,1
2012,30,M,UM,6
2012,31,F,H,27
2012,31,F,UM,2
2012,31,M,H,24
2012,31,M,UM,7
2012,32,F,H,28
2012,32,F,L,1
2012,32,F,UM,3
2012,32,M,H,27
2012,32,M,LM,2
2012,32,M,UM,4
2012,33,F,H,20
2012,33,F,LM,1
2012,33,F,UM,2
2012,33,M,H,25
2012,33,M,LM,1
2012,33,M,UM,2
2012,34,F,H,10
2012,34,F,UM,4
2012,34,M,H,12
2012,34,M,UM,3
2012,35,F,H,3
2012,35,M,H,9
2012,35,M,UM,4
2012,36,F,H,2
2012,36,F,UM,3
2012,36,M,H,17
2012,36,M,UM,3
2012,37,F,H,3
2012,37,M,H,2
2012,38,F,H,5
2012,38,M,H,1
2012,38,M,UM,1
2012,39,F,H,4
2012,39,M,H,2
2012,39,M,UM,2
2012,40,F,H,1
2012,40,M,H,6
2012,40,M,UM,1
2012,41,F,H,1
2012,41,M,H,2
2012,42,M,H,4
2012,43,F,H,1
2012,43,M,H,1
2012,44,F,H,2
2012,44,M,UM,1
2012,45,M,H,2
2012,46,M,H,1
2012,49,M,H,1
2012,50,M,H,1
2012,51,F,H,1
2012,51,M,H,1
2012,52,F,H,1
2012,52,M,H,1
2012,54,M,H,1
2012,56,M,H,1
2014,15,F,H,2
2014,15,M,H,1
2014,17,F,H,5
2014,17,M,UM,2
2014,18,F,H,6
2014,18,M,H,3
2014,18,M,UM,1
2014,19,F,H,9
2014,19,M,H,5
2014,19,M,UM,3
2014,20,F,H,7
2014,20,F,UM,1
2014,20,M,H,4
2014,20,M,UM,1
2014,21,F,H,17
2014,21,M,H,7
2014,22,F,H,14
2014,22,F,UM,1
2014,22,M,H,18
2014,22,M,UM,1
2014,23,F,H,28
2014,23,F,LM,1
2014,23,F,UM,1
2014,23,M,H,19
2014,24,F,H,26
2014,24,M,H,22
2014,25,F,H,21
2014,25,F,UM,1
2014,25,M,H,26
2014,26,F,H,21
2014,26,M,H,32
2014,27,F,H,20
2014,27,F,LM,1
2014,27,F,UM,4
2014,27,M,H,24
2014,28,F,H,14
2014,28,F,LM,3
2014,28,F,UM,1
2014,28,M,H,44
2014,29,F,H,8
2014,29,M,H,28
2014,29,M,UM,1
2014,30,F,H,16
2014,30,M,H,20
2014,31,F,H,6
2014,31,M,H,17
2014,32,F,H,8
2014,32,M,H,7
2014,33,F,H,7
2014,33,M,H,13
2014,34,F,H,2
2014,34,F,UM,1
2014,34,M,H,6
2014,35,F,H,6
2014,35,M,H,6
2014,36,F,H,2
2014,36,M,H,4
2014,37,F,H,2
2014,37,M,H,2
2014,38,F,H,2
2014,38,M,H,3
2014,39,F,H,1
2014,39,M,H,3
2014,40,M,H,3
2014,41,M,H,3
2014,42,M,H,2
2014,43,M,H,1
2016,15,F,H,1
2016,15,F,UM,1
2016,16,F,H,9
2016,16,F,UM,4
2016,17,F,H,3
2016,17,F,UM,2
2016,17,M,LM,1
2016,18,F,H,3
2016,18,F,LM,1
2016,18,F,UM,7
2016,18,M,H,4
2016,18,M,LM,2
2016,18,M,UM,1
2016,19,F,H,33
2016,19,F,UM,8
2016,19,M,H,15
2016,19,M,LM,3
2016,19,M,UM,10
2016,20,F,H,27
2016,20,F,LM,1
2016,20,F,UM,12
2016,20,M,H,25
2016,20,M,LM,7
2016,20,M,UM,11
2016,21,F,H,40
2016,21,F,L,1
2016,21,F,LM,2
2016,21,F,UM,22
2016,21,M,H,49
2016,21,M,L,1
2016,21,M,LM,6
2016,21,M,UM,11
2016,22,F,H,47
2016,22,F,L,1
2016,22,F,LM,2
2016,22,F,UM,21
2016,22,M,H,36
2016,22,M,L,1
2016,22,M,LM,11
2016,22,M,UM,29
2016,23,F,H,40
2016,23,F,L,3
2016,23,F,LM,4
2016,23,F,UM,16
2016,23,M,H,49
2016,23,M,LM,7
2016,23,M,UM,26
2016,24,F,H,53
2016,24,F,L,2
2016,24,F,LM,2
2016,24,F,UM,20
2016,24,M,H,46
2016,24,M,L,2
2016,24,M,LM,6
2016,24,M,UM,32
2016,25,F,H,60
2016,25,F,L,1
2016,25,F,LM,5
2016,25,F,UM,26
2016,25,M,H,53
2016,25,M,LM,4
2016,25,M,UM,25
2016,26,F,H,44
2016,26,F,L,1
2016,26,F,LM,2
2016,26,F,UM,26
2016,26,M,H,48
2016,26,M,L,1
2016,26,M,LM,2
2016,26,M,UM,24
2016,27,F,H,57
2016,27,F,LM,2
2016,27,F,UM,30
2016,27,M,H,67
2016,27,M,LM,6
2016,27,M,UM,23
2016,28,F,H,46
2016,28,F,UM,16
2016,28,M,H,52
2016,28,M,LM,1
2016,28,M,UM,28
2016,29,F,H,49
2016,29,F,UM,18
2016,29,M,H,30
2016,29,M,LM,4
2016,29,M,UM,18
2016,30,F,H,39
2016,30,F,LM,1
2016,30,F,UM,11
2016,30,M,H,31
2016,30,M,L,1
2016,30,M,LM,2
2016,30,M,UM,23
2016,31,F,H,27
2016,31,F,L,1
2016,31,F,LM,1
2016,31,F,UM,10
2016,31,M,H,45
2016,31,M,L,1
2016,31,M,LM,3
2016,31,M,UM,11
2016,32,F,H,20
2016,32,F,LM,2
2016,32,F,UM,5
2016,32,M,H,20
2016,32,M,UM,7
2016,33,F,H,18
2016,33,F,UM,4
2016,33,M,H,18
2016,33,M,UM,9
2016,34,F,H,9
2016,34,F,UM,8
2016,34,M,H,19
2016,34,M,LM,1
2016,34,M,UM,4
2016,35,F,H,6
2016,35,M,H,13
2016,35,M,UM,1
2016,36,F,H,9
2016,36,F,UM,2
2016,36,M,H,11
2016,37,F,H,6
2016,37,M,H,8
2016,37,M,UM,2
2016,38,F,H,1
2016,38,F,UM,1
2016,38,M,H,3
2016,39,M,H,2
2016,40,F,H,2
2016,40,M,H,5
2016,40,M,UM,2
2016,41,M,H,3
2016,41,M,LM,2
2016,42,F,H,1
2016,42,M,H,1
2016,43,M,H,2
2016,44,M,H,2
2016,46,F,H,1
2016,46,M,H,1
2016,47,F,H,4
2016,48,F,H,1
2016,48,M,H,1
2016,49,M,H,1
2016,50,M,H,1
2016,51,M,H,2
2016,52,F,H,1
2016,52,M,H,2
2016,53,M,H,1
2016,54,M,UM,1
2016,58,M,H,1
